,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,USD260515P00025000,2025-11-24 16:23:31+00:00,25.0,1.39,0.05,1.3,0.0,0.0,10.0,11,0.7700218310546876,False,REGULAR,USD
1,USD260515P00027500,2025-12-15 16:14:44+00:00,27.5,2.1,0.1,1.75,0.0,0.0,1.0,12,0.7392604199218749,False,REGULAR,USD
2,USD260515P00030000,2025-12-15 16:14:44+00:00,30.0,2.28,0.4,2.9,0.0,0.0,1.0,12,0.7836935693359376,False,REGULAR,USD
3,USD260515P00032500,2025-12-12 16:49:36+00:00,32.5,2.0,0.9,2.75,0.0,0.0,1.0,48,0.7150907397460937,False,REGULAR,USD
4,USD260515P00035000,2025-12-12 19:50:37+00:00,35.0,2.87,1.5,3.7,0.0,0.0,1.0,58,0.7246121289062499,False,REGULAR,USD
5,USD260515P00037500,2025-12-15 20:54:26+00:00,37.5,3.8,3.2,3.8,0.0,0.0,1.0,71,0.7307155834960937,False,REGULAR,USD
6,USD260515P00040000,2025-12-16 17:17:21+00:00,40.0,4.54,4.1,4.6,0.23999977,5.58139,2.0,28,0.7172879833984375,False,REGULAR,USD
7,USD260515P00040500,2025-11-17 20:10:27+00:00,40.5,6.03,4.0,4.9,0.0,0.0,,10,0.7065459033203125,False,REGULAR,USD
8,USD260515P00041000,2025-12-10 15:44:38+00:00,41.0,3.8,3.3,5.7,0.0,0.0,1.0,37,0.6906769213867189,False,REGULAR,USD
9,USD260515P00041500,2025-11-12 14:48:32+00:00,41.5,5.25,3.5,6.1,0.0,0.0,,2,0.6986114123535156,False,REGULAR,USD
10,USD260515P00042000,2025-12-10 14:48:08+00:00,42.0,4.0,3.7,5.7,0.0,0.0,2.0,5,0.6684603466796877,False,REGULAR,USD
11,USD260515P00042500,2025-11-25 14:50:21+00:00,42.5,6.4,3.9,6.3,0.0,0.0,2.0,6,0.6846955358886719,False,REGULAR,USD
12,USD260515P00043500,2025-11-14 15:24:01+00:00,43.5,7.1,4.4,6.7,0.0,0.0,,4,0.6831086376953126,False,REGULAR,USD
13,USD260515P00044000,2025-12-15 05:11:25+00:00,44.0,7.3,5.6,9.0,0.0,0.0,,2,0.8167742932128905,False,REGULAR,USD
14,USD260515P00045000,2025-12-11 20:45:52+00:00,45.0,5.2,5.0,7.1,0.0,0.0,3.0,29,0.6623568920898439,False,REGULAR,USD
15,USD260515P00046000,2025-12-08 18:18:45+00:00,46.0,5.33,5.5,7.6,0.0,0.0,2.0,2,0.6611362011718751,False,REGULAR,USD
16,USD260515P00047000,2025-12-08 18:18:45+00:00,47.0,5.84,5.9,8.4,0.0,0.0,1.0,1,0.6667513793945314,False,REGULAR,USD
17,USD260515P00047500,2025-11-25 17:09:21+00:00,47.5,9.24,6.2,8.4,0.0,0.0,4.0,4,0.6563755065917969,False,REGULAR,USD
18,USD260515P00048000,2025-11-04 15:03:50+00:00,48.0,6.5,6.5,8.6,0.0,0.0,,0,0.6540561938476563,False,REGULAR,USD
19,USD260515P00049000,2025-12-12 17:16:18+00:00,49.0,7.7,7.0,9.5,0.0,0.0,10.0,10,0.6644320666503909,False,REGULAR,USD
20,USD260515P00049500,2025-11-20 17:45:10+00:00,49.5,10.2,7.3,9.7,0.0,0.0,,1,0.6608920629882813,True,REGULAR,USD
21,USD260515P00050000,2025-12-15 15:36:43+00:00,50.0,8.8,7.6,9.6,0.0,0.0,4.0,13,0.6449010119628906,True,REGULAR,USD
22,USD260515P00050500,2025-12-11 15:06:37+00:00,50.5,7.63,7.9,10.0,0.0,0.0,,2,0.6488072229003907,True,REGULAR,USD
23,USD260515P00051000,2025-12-11 15:06:37+00:00,51.0,7.77,8.2,10.3,0.0,0.0,,1,0.6481968774414062,True,REGULAR,USD
24,USD260515P00051500,2025-10-20 14:57:13+00:00,51.5,10.25,9.2,12.7,0.0,0.0,,0,0.7592797509765626,True,REGULAR,USD
25,USD260515P00052000,2025-12-08 15:32:03+00:00,52.0,8.0,8.8,10.8,0.0,0.0,4.0,5,0.6420934228515626,True,REGULAR,USD
26,USD260515P00052500,2025-12-09 17:49:28+00:00,52.5,7.9,9.1,11.4,0.0,0.0,2.0,55,0.652469295654297,True,REGULAR,USD
27,USD260515P00055000,2025-12-12 15:28:53+00:00,55.0,11.0,10.7,13.5,0.0,0.0,2.0,62,0.6674837939453127,True,REGULAR,USD
28,USD260515P00057500,2025-11-10 14:34:49+00:00,57.5,12.39,12.3,15.0,0.0,0.0,,6,0.6508823974609376,True,REGULAR,USD
29,USD260515P00060000,2025-12-10 16:08:16+00:00,60.0,12.4,14.0,16.9,0.0,0.0,2.0,62,0.6472203247070312,True,REGULAR,USD
30,USD260515P00062500,2025-11-07 14:59:14+00:00,62.5,17.66,15.9,18.6,0.0,0.0,,30,0.6364782446289063,True,REGULAR,USD
31,USD260515P00065000,2025-11-18 14:35:58+00:00,65.0,6.39,20.5,22.7,0.0,0.0,1.0,0,0.8359391406249999,True,REGULAR,USD
32,USD260515P00067500,2025-10-30 19:34:30+00:00,67.5,15.65,17.5,20.0,0.0,0.0,,2,0.5041553491210937,True,REGULAR,USD
33,USD260515P00070000,2025-11-19 19:35:27+00:00,70.0,7.47,23.9,26.4,0.0,0.0,2.0,0,0.794801856689453,True,REGULAR,USD
34,USD260515P00075000,2025-12-05 18:55:11+00:00,75.0,23.72,26.0,28.8,0.0,0.0,4.0,6,0.5883830224609375,True,REGULAR,USD
35,USD260515P00080000,2025-11-18 15:29:32+00:00,80.0,11.66,32.5,36.3,0.0,0.0,1.0,0,0.8587660607910157,True,REGULAR,USD
36,USD260515P00081000,2025-11-17 20:10:27+00:00,81.0,12.05,0.0,0.0,0.0,0.0,1.0,5,1.0000000000000003e-05,True,REGULAR,USD
37,USD260515P00082000,2025-11-04 18:22:10+00:00,82.0,9.1,0.0,0.0,0.0,0.0,1.0,15,1.0000000000000003e-05,True,REGULAR,USD
38,USD260515P00083000,2025-11-12 14:48:32+00:00,83.0,10.5,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
39,USD260515P00085000,2025-11-11 19:33:02+00:00,85.0,11.53,36.9,40.8,0.0,0.0,1.0,0,0.8598646826171875,True,REGULAR,USD
40,USD260515P00087000,2025-11-14 15:24:01+00:00,87.0,14.2,0.0,0.0,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD
41,USD260515P00088000,2025-10-10 18:02:04+00:00,88.0,14.6,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
42,USD260515P00090000,2025-11-12 17:31:09+00:00,90.0,13.1,41.6,45.3,0.0,0.0,3.0,0,0.8674329663085938,True,REGULAR,USD
43,USD260515P00095000,2025-10-21 13:30:09+00:00,95.0,17.02,46.3,50.3,0.0,0.0,2.0,0,0.8957529956054686,True,REGULAR,USD
44,USD260515P00096000,2025-11-04 15:03:50+00:00,96.0,13.0,0.0,0.0,0.0,0.0,30.0,0,1.0000000000000003e-05,True,REGULAR,USD
45,USD260515P00098000,2025-11-06 16:22:35+00:00,98.0,16.65,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
46,USD260515P00100000,2025-11-17 14:30:18+00:00,100.0,20.6,0.0,0.0,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD
47,USD260515P00103000,2025-10-20 14:57:13+00:00,103.0,20.5,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
48,USD260515P00105000,2025-11-13 20:56:21+00:00,105.0,22.3,0.0,0.0,0.0,0.0,2.0,27,1.0000000000000003e-05,True,REGULAR,USD
49,USD260515P00110000,2025-11-11 17:38:24+00:00,110.0,22.75,0.0,0.0,0.0,0.0,19.0,28,1.0000000000000003e-05,True,REGULAR,USD
50,USD260515P00115000,2025-11-10 14:34:49+00:00,115.0,24.78,0.0,0.0,0.0,0.0,2.0,3,1.0000000000000003e-05,True,REGULAR,USD
51,USD260515P00120000,2025-11-05 14:41:00+00:00,120.0,25.9,0.0,0.0,0.0,0.0,,31,1.0000000000000003e-05,True,REGULAR,USD
52,USD260515P00125000,2025-11-07 14:59:14+00:00,125.0,35.33,0.0,0.0,0.0,0.0,1.0,15,1.0000000000000003e-05,True,REGULAR,USD
53,USD260515P00135000,2025-10-30 19:34:30+00:00,135.0,31.3,0.0,0.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
54,USD260515P00150000,2025-11-06 16:57:47+00:00,150.0,51.2,0.0,0.0,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD
