,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,SPMO250919C00085000,2025-08-20 17:50:03+00:00,85.0,30.4,33.5,37.3,0.0,0.0,,1,2.3383830603027334,True,REGULAR,USD
1,SPMO250919C00100000,2025-08-01 13:30:17+00:00,100.0,16.9,15.2,18.5,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
2,SPMO250919C00105000,2025-08-21 14:33:41+00:00,105.0,11.06,13.6,17.3,0.0,0.0,,0,1.2168007910156249,True,REGULAR,USD
3,SPMO250919C00110000,2025-09-10 13:54:12+00:00,110.0,10.7,8.9,11.6,1.8499994,20.903948,1.0,1,0.7763694238281251,True,REGULAR,USD
4,SPMO250919C00111000,2025-09-10 16:06:00+00:00,111.0,8.2,7.9,10.8,0.0,0.0,1.0,4,0.7749045947265626,True,REGULAR,USD
5,SPMO250919C00112000,2025-09-05 16:07:11+00:00,112.0,5.28,6.9,9.8,0.0,0.0,1.0,19,0.7221707470703125,True,REGULAR,USD
6,SPMO250919C00113000,2025-08-28 16:26:16+00:00,113.0,5.3,7.0,8.2,0.0,0.0,2.0,18,0.5258836474609375,True,REGULAR,USD
7,SPMO250919C00114000,2025-08-27 15:50:04+00:00,114.0,4.4,5.3,7.6,0.0,0.0,4.0,24,0.5722699023437501,True,REGULAR,USD
8,SPMO250919C00115000,2025-09-12 16:59:17+00:00,115.0,4.7,5.0,6.5,-1.7000003,-26.562504,2.0,9,0.4975636181640626,True,REGULAR,USD
9,SPMO250919C00116000,2025-09-10 16:05:07+00:00,116.0,3.8,4.1,5.3,0.0,0.0,41.0,14,0.4018614501953125,True,REGULAR,USD
10,SPMO250919C00117000,2025-09-11 15:46:17+00:00,117.0,1.8,2.9,4.7,0.0,0.0,1.0,50,0.42774009765625004,True,REGULAR,USD
11,SPMO250919C00118000,2025-09-11 15:13:39+00:00,118.0,2.7,0.95,4.0,0.0,0.0,6.0,53,0.42188078125,True,REGULAR,USD
12,SPMO250919C00120000,2025-09-12 18:50:43+00:00,120.0,1.12,0.8,1.25,0.120000005,12.0,6.0,149,0.161141201171875,True,REGULAR,USD
13,SPMO250919C00125000,2025-09-12 13:47:45+00:00,125.0,0.04,0.0,0.05,0.0,0.0,11.0,84,0.16993017578125003,False,REGULAR,USD
14,SPMO250919C00130000,2025-08-26 14:38:24+00:00,130.0,0.05,0.0,0.55,0.0,0.0,,1,0.526371923828125,False,REGULAR,USD
