,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,SPMO251017P00085000,2025-08-07 13:42:42+00:00,85.0,1.05,0.0,0.4,0.0,0.0,3.0,5,0.523442265625,False,REGULAR,USD
1,SPMO251017P00087000,2025-07-30 18:40:05+00:00,87.0,0.15,0.0,0.2,0.0,0.0,5.0,1,0.43066975585937506,False,REGULAR,USD
2,SPMO251017P00088000,2025-06-06 18:10:21+00:00,88.0,1.04,0.0,1.3,0.0,0.0,1.0,0,0.5297898583984376,False,REGULAR,USD
3,SPMO251017P00090000,2025-06-03 17:24:31+00:00,90.0,0.9,0.0,1.45,0.0,0.0,1.0,1,0.5090381127929688,False,REGULAR,USD
4,SPMO251017P00092000,2025-05-01 14:07:51+00:00,92.0,3.1,0.65,2.9,0.0,0.0,,1,0.6157264990234376,False,REGULAR,USD
5,SPMO251017P00093000,2025-04-02 13:52:07+00:00,93.0,5.5,2.25,5.5,0.0,0.0,1.0,0,0.8018818640136718,False,REGULAR,USD
6,SPMO251017P00094000,2025-06-26 15:14:33+00:00,94.0,0.7,0.0,0.75,0.0,0.0,1.0,0,0.44482977050781247,False,REGULAR,USD
7,SPMO251017P00096000,2025-03-21 16:53:37+00:00,96.0,6.39,7.9,12.1,0.0,0.0,1.0,1,1.2021524267578125,False,REGULAR,USD
8,SPMO251017P00098000,2025-07-21 13:30:16+00:00,98.0,0.95,0.0,0.0,0.0,0.0,,1,0.12500875,False,REGULAR,USD
9,SPMO251017P00099000,2025-05-27 14:05:53+00:00,99.0,3.3,0.35,2.3,0.0,0.0,1.0,0,0.526371923828125,False,REGULAR,USD
10,SPMO251017P00100000,2025-08-20 14:41:08+00:00,100.0,0.45,0.15,0.45,0.0,0.0,1.0,52,0.3007882421875,False,REGULAR,USD
11,SPMO251017P00105000,2025-08-21 14:54:18+00:00,105.0,0.6,0.0,0.7,0.0,0.0,1.0,7,0.2556226782226563,False,REGULAR,USD
12,SPMO251017P00106000,2025-06-05 19:52:22+00:00,106.0,4.44,0.8,3.6,0.0,0.0,,0,0.47681187255859375,False,REGULAR,USD
13,SPMO251017P00108000,2025-06-20 19:25:16+00:00,108.0,5.3,0.7,2.35,0.0,0.0,1.0,1,0.3415593188476562,False,REGULAR,USD
14,SPMO251017P00110000,2025-08-29 13:30:20+00:00,110.0,0.6,0.65,1.0,-0.79999995,-57.142853,1.0,7,0.19751779052734375,False,REGULAR,USD
15,SPMO251017P00112000,2025-08-22 15:36:21+00:00,112.0,0.9,0.5,1.55,0.0,0.0,1.0,7,0.19898261962890623,False,REGULAR,USD
16,SPMO251017P00114000,2025-08-13 15:08:11+00:00,114.0,2.12,0.2,2.85,0.0,0.0,,7,0.2356033471679687,False,REGULAR,USD
17,SPMO251017P00115000,2025-08-28 15:19:45+00:00,115.0,1.7,0.4,2.2,0.0,0.0,15.0,15,0.17029638305664066,False,REGULAR,USD
18,SPMO251017P00116000,2025-08-29 15:28:38+00:00,116.0,2.05,1.95,2.7,0.049999952,2.4999976,5.0,6,0.17273776489257814,False,REGULAR,USD
19,SPMO251017P00118000,2025-08-12 16:32:12+00:00,118.0,3.0,1.7,4.3,0.5999999,24.999996,6.0,2,0.2036212451171875,True,REGULAR,USD
