,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,SMH260918C00100000,2025-06-03 18:12:04+00:00,100.0,152.85,187.05,190.35,0.0,0.0,20,18,1.0000000000000003e-05,True,REGULAR,USD
1,SMH260918C00105000,2025-05-22 15:08:35+00:00,105.0,143.35,159.55,163.4,0.0,0.0,28,15,1.0000000000000003e-05,True,REGULAR,USD
2,SMH260918C00110000,2025-08-28 18:06:55+00:00,110.0,193.45,223.65,226.1,0.0,0.0,1,6,1.0000000000000003e-05,True,REGULAR,USD
3,SMH260918C00115000,2025-07-03 13:57:38+00:00,115.0,174.2,208.85,213.85,0.0,0.0,2,13,1.0000000000000003e-05,True,REGULAR,USD
4,SMH260918C00120000,2025-05-16 18:49:01+00:00,120.0,134.5,147.6,151.35,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD
5,SMH260918C00125000,2025-05-23 19:48:45+00:00,125.0,122.26,141.65,145.3,0.0,0.0,2,22,1.0000000000000003e-05,True,REGULAR,USD
6,SMH260918C00130000,2025-06-02 17:34:34+00:00,130.0,121.7,159.8,163.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD
7,SMH260918C00135000,2025-05-28 19:50:00+00:00,135.0,117.96,149.0,153.75,0.0,0.0,6,7,1.0000000000000003e-05,True,REGULAR,USD
8,SMH260918C00140000,2025-05-21 15:50:57+00:00,140.0,118.55,128.8,131.5,0.0,0.0,4,4,1.0000000000000003e-05,True,REGULAR,USD
9,SMH260918C00145000,2025-07-22 14:24:56+00:00,145.0,147.45,181.25,185.2,0.0,0.0,2,10,1.0000000000000003e-05,True,REGULAR,USD
10,SMH260918C00150000,2025-08-26 19:37:44+00:00,150.0,153.91,176.6,180.55,0.0,0.0,1,12,1.0000000000000003e-05,True,REGULAR,USD
11,SMH260918C00155000,2025-08-08 18:59:55+00:00,155.0,146.95,172.0,175.95,0.0,0.0,1,10,1.0000000000000003e-05,True,REGULAR,USD
12,SMH260918C00160000,2025-09-22 19:14:00+00:00,160.0,170.45,184.35,187.1,0.0,0.0,1,31,0.6254920263671876,True,REGULAR,USD
13,SMH260918C00165000,2025-08-07 18:38:34+00:00,165.0,134.3,162.8,166.75,0.0,0.0,2,15,1.0000000000000003e-05,True,REGULAR,USD
14,SMH260918C00170000,2025-06-10 19:45:40+00:00,170.0,105.65,0.0,0.0,0.0,0.0,1,9,1.0000000000000003e-05,True,REGULAR,USD
15,SMH260918C00175000,2025-09-17 15:49:01+00:00,175.0,138.63,170.35,173.25,0.0,0.0,10,18,0.5860637097167969,True,REGULAR,USD
16,SMH260918C00180000,2025-08-14 16:29:54+00:00,180.0,130.05,149.2,153.1,0.0,0.0,2,30,1.0000000000000003e-05,True,REGULAR,USD
17,SMH260918C00185000,2025-08-19 19:57:36+00:00,185.0,117.96,144.7,148.6,0.0,0.0,6,14,1.0000000000000003e-05,True,REGULAR,USD
18,SMH260918C00190000,2025-05-13 17:01:02+00:00,190.0,76.55,85.3,86.5,0.0,0.0,3,11,1.0000000000000003e-05,True,REGULAR,USD
