,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,BRKB251017P00250000,2025-07-25 18:48:27+00:00,250.0,0.03,0.0,0.04,0.0,0.0,9.0,69,0.6132851171875001,False,REGULAR,USD
1,BRKB251017P00260000,2025-08-08 16:10:01+00:00,260.0,0.04,0.0,0.03,0.0,0.0,64.0,96,0.5664105859375,False,REGULAR,USD
2,BRKB251017P00270000,2025-07-28 19:51:15+00:00,270.0,0.01,0.0,0.0,0.0,0.0,18.0,30,0.2500075,False,REGULAR,USD
3,BRKB251017P00280000,2025-07-14 13:48:02+00:00,280.0,0.15,0.0,0.0,0.0,0.0,10.0,10,0.2500075,False,REGULAR,USD
4,BRKB251017P00290000,2025-07-18 16:21:35+00:00,290.0,0.11,0.0,0.25,0.0,0.0,5.0,16,0.5820354296875,False,REGULAR,USD
5,BRKB251017P00300000,2025-08-26 17:22:00+00:00,300.0,0.01,0.0,0.03,0.0,0.0,24.0,64,0.476567734375,False,REGULAR,USD
6,BRKB251017P00320000,2025-08-19 18:09:36+00:00,320.0,0.04,0.0,0.03,0.0,0.0,1.0,7,0.42188078125,False,REGULAR,USD
7,BRKB251017P00330000,2025-08-04 15:54:19+00:00,330.0,0.14,0.0,0.04,0.0,0.0,1.0,5,0.40430283203125,False,REGULAR,USD
8,BRKB251017P00340000,2025-08-28 19:59:18+00:00,340.0,0.03,0.0,0.04,0.0,0.0,2.0,40,0.3789124609375,False,REGULAR,USD
9,BRKB251017P00350000,2025-08-28 19:59:09+00:00,350.0,0.03,0.0,0.05,0.0,0.0,2.0,26,0.36035795898437495,False,REGULAR,USD
10,BRKB251017P00360000,2025-08-29 19:36:17+00:00,360.0,0.04,0.01,0.06,-0.27,-87.09677,4.0,22,0.340826904296875,False,REGULAR,USD
11,BRKB251017P00370000,2025-08-29 15:06:11+00:00,370.0,0.04,0.03,0.08,-0.030000001,-42.857143,3.0,258,0.32520206054687495,False,REGULAR,USD
12,BRKB251017P00380000,2025-08-22 16:03:59+00:00,380.0,0.13,0.05,0.1,0.0,0.0,2.0,43,0.30664755859375,False,REGULAR,USD
13,BRKB251017P00390000,2025-08-29 13:34:38+00:00,390.0,0.1,0.08,0.13,-0.029999994,-23.07692,1.0,118,0.29004616210937495,False,REGULAR,USD
14,BRKB251017P00395000,2025-08-22 17:26:18+00:00,395.0,0.21,0.1,0.15,0.0,0.0,10.0,11,0.28174546386718746,False,REGULAR,USD
