,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,BRKB270115P00230000,2025-08-29 14:18:11+00:00,230.0,0.71,0.5,0.85,-0.02000004,-2.7397316,20.0,305,0.3194648132324218,False,REGULAR,USD
1,BRKB270115P00240000,2025-08-25 19:40:52+00:00,240.0,0.99,0.78,1.0,0.0,0.0,1.0,39,0.3112861840820312,False,REGULAR,USD
2,BRKB270115P00250000,2025-08-26 17:58:24+00:00,250.0,0.97,0.95,1.15,-0.24000001,-19.834711,1.0,57,0.302314105834961,False,REGULAR,USD
3,BRKB270115P00260000,2025-08-28 19:37:23+00:00,260.0,1.19,0.96,1.37,0.0,0.0,1.0,28,0.2955392712402344,False,REGULAR,USD
4,BRKB270115P00270000,2025-08-20 15:08:12+00:00,270.0,1.73,1.17,1.58,0.0,0.0,3.0,49,0.28748271118164054,False,REGULAR,USD
5,BRKB270115P00280000,2025-08-27 18:55:34+00:00,280.0,1.75,1.41,1.82,0.0,0.0,2.0,21,0.27967028930664056,False,REGULAR,USD
6,BRKB270115P00290000,2025-08-28 18:49:34+00:00,290.0,1.87,1.83,2.09,0.0,0.0,2.0,114,0.2720409710693359,False,REGULAR,USD
7,BRKB270115P00300000,2025-08-29 16:40:46+00:00,300.0,2.22,2.13,2.41,0.07999992,3.738314,2.0,753,0.26489992919921873,False,REGULAR,USD
8,BRKB270115P00310000,2025-08-29 13:37:12+00:00,310.0,2.5,1.93,2.77,-0.24000001,-8.759125,1.0,76,0.257819921875,False,REGULAR,USD
9,BRKB270115P00320000,2025-08-29 19:46:01+00:00,320.0,3.1,2.88,3.2,0.0,0.0,17.0,83,0.2512892254638671,False,REGULAR,USD
10,BRKB270115P00330000,2025-08-27 18:56:49+00:00,330.0,3.55,3.3,3.65,0.0,0.0,2.0,159,0.2442397354125977,False,REGULAR,USD
11,BRKB270115P00340000,2025-08-19 18:02:09+00:00,340.0,4.9,3.85,4.15,0.0,0.0,6.0,390,0.23725127990722655,False,REGULAR,USD
12,BRKB270115P00350000,2025-08-29 19:44:50+00:00,350.0,4.6,4.4,4.75,0.029999733,0.65644926,19.0,632,0.23081213531494144,False,REGULAR,USD
13,BRKB270115P00360000,2025-08-29 16:17:16+00:00,360.0,5.11,5.1,5.45,-0.13999987,-2.6666641,1.0,233,0.22470868072509764,False,REGULAR,USD
14,BRKB270115P00370000,2025-08-29 18:42:15+00:00,370.0,6.0,5.9,6.25,-0.3000002,-4.761908,1.0,681,0.21875781249999998,False,REGULAR,USD
15,BRKB270115P00380000,2025-08-28 13:41:07+00:00,380.0,7.1,6.75,7.1,0.0,0.0,1.0,481,0.21237970245361326,False,REGULAR,USD
