,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,RSG260417P00145000,2025-10-01 13:30:04+00:00,145.0,0.4,0.0,2.7,0.0,0.0,2.0,4,0.45740288696289066,False,REGULAR,USD
1,RSG260417P00170000,2025-08-22 19:58:48+00:00,170.0,0.82,0.0,2.15,0.0,0.0,1.0,1,0.30170376037597657,False,REGULAR,USD
2,RSG260417P00180000,2025-09-17 19:56:12+00:00,180.0,1.55,0.7,2.9,0.0,0.0,1.0,2,0.2778392529296875,False,REGULAR,USD
3,RSG260417P00185000,2025-09-17 19:56:12+00:00,185.0,2.06,0.95,3.5,0.0,0.0,1.0,30,0.2696606237792969,False,REGULAR,USD
4,RSG260417P00200000,2025-09-08 17:21:38+00:00,200.0,3.89,2.65,5.1,0.0,0.0,15.0,27,0.2266312689208984,False,REGULAR,USD
5,RSG260417P00210000,2025-10-02 14:09:33+00:00,210.0,6.8,4.6,7.9,0.0,0.0,4.0,7,0.21903246795654296,False,REGULAR,USD
6,RSG260417P00220000,2025-09-26 18:59:49+00:00,220.0,8.4,7.2,11.4,0.0,0.0,1.0,11,0.2067950415039062,False,REGULAR,USD
7,RSG260417P00230000,2025-10-02 13:56:58+00:00,230.0,14.05,11.7,15.4,0.0,0.0,2.0,17,0.18531088134765622,True,REGULAR,USD
8,RSG260417P00240000,2025-09-18 15:22:45+00:00,240.0,18.34,17.6,21.6,0.0,0.0,1.0,6,0.17847501220703127,True,REGULAR,USD
9,RSG260417P00250000,2025-08-14 15:41:18+00:00,250.0,20.05,22.5,26.2,0.0,0.0,,1,0.09266044067382811,True,REGULAR,USD
10,RSG260417P00260000,2025-09-17 14:25:54+00:00,260.0,34.24,34.3,37.7,0.0,0.0,,9,0.17456880126953128,True,REGULAR,USD
