,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,BRKB260918C00260000,2025-08-11 18:23:26+00:00,260.0,218.45,253.15,257.0,0.0,0.0,2.0,1,0.5522810885620117,True,REGULAR,USD
1,BRKB260918C00280000,2025-08-11 19:30:23+00:00,280.0,200.85,234.4,237.95,0.0,0.0,1.0,1,0.5156908782958984,True,REGULAR,USD
2,BRKB260918C00290000,2025-08-06 13:42:50+00:00,290.0,192.65,225.0,229.0,0.0,0.0,2.0,7,0.5010120700073243,True,REGULAR,USD
3,BRKB260918C00300000,2025-08-12 14:47:54+00:00,300.0,187.25,215.85,220.0,0.0,0.0,1.0,13,0.5097857859802246,True,REGULAR,USD
4,BRKB260918C00310000,2025-08-11 18:22:15+00:00,310.0,172.05,206.3,210.5,0.0,0.0,2.0,3,0.4904530935668946,True,REGULAR,USD
5,BRKB260918C00320000,2025-08-12 17:02:11+00:00,320.0,168.25,196.95,200.4,0.0,0.0,2.0,1,0.4656120333862305,True,REGULAR,USD
6,BRKB260918C00330000,2025-08-12 17:01:54+00:00,330.0,159.25,187.65,192.0,0.0,0.0,2.0,1,0.45737236968994144,True,REGULAR,USD
7,BRKB260918C00340000,2025-08-06 19:00:15+00:00,340.0,150.0,178.35,182.0,0.0,0.0,5.0,13,0.4342707940673829,True,REGULAR,USD
8,BRKB260918C00350000,2025-08-20 14:33:20+00:00,350.0,159.21,169.2,172.95,0.0,0.0,2.0,8,0.41985138259887694,True,REGULAR,USD
9,BRKB260918C00360000,2025-08-21 15:00:30+00:00,360.0,148.85,160.25,164.4,0.0,0.0,1.0,37,0.4093229234313965,True,REGULAR,USD
10,BRKB260918C00370000,2025-08-13 19:59:09+00:00,370.0,130.4,151.35,154.35,0.0,0.0,1.0,30,0.3866943655395507,True,REGULAR,USD
11,BRKB260918C00380000,2025-08-27 15:37:43+00:00,380.0,137.35,142.3,145.5,0.0,0.0,1.0,9,0.3734880156707763,True,REGULAR,USD
12,BRKB260918C00390000,2025-08-27 15:28:52+00:00,390.0,127.6,133.3,137.0,0.0,0.0,1.0,12,0.36245602149963385,True,REGULAR,USD
