symbol,weeks,CAGR,median change,gmean change,std,gmean/std
GC=F,40,0.10621633691192267,0.1239038673790267,0.11037062665469732,0.057050475962592787,1.9346135994915419
RSG,40,0.08699729422487734,0.08810960253092515,0.09052220117186005,0.05523746310476477,1.6387827406224895
PLTR,40,0.3801730967003998,0.5041808469229578,0.4071282861919021,0.282996196604632,1.4386351868915483
NFLX,40,0.17583453857043763,0.18166773244193557,0.18379813666441214,0.14261996409356337,1.2887265666666032
AJG,40,0.05621738443498403,0.07201914258467457,0.058297570794994424,0.07376939627228842,0.7902676955605504
NET,40,0.26020941015479004,0.40964398079379927,0.26865642818694724,0.36716053670490495,0.7317137909155862
SNOW,40,0.14219742636311627,0.12457138534005119,0.1526974077863561,0.27791282050147476,0.5494435539563235
QTUM,40,0.08724247710034794,0.1118057938450645,0.09263959971482594,0.17559389700849495,0.5275786988789489
UFO,40,0.09093112541043591,0.037082224458584,0.09296205282687864,0.19579682044025135,0.4747883679512896
SPMO,40,0.0554449843551994,0.04741739804069067,0.05702467393763988,0.1261242343046005,0.4521309822180609
BRK-B,40,0.03368316190534504,0.03655946884539696,0.03477506161973687,0.08393572614691078,0.4143058411012121
BTC-USD,40,0.07981144938121876,0.10679462672386708,0.08642111920761542,0.22116249961964318,0.39075846654040836
AVGO,40,0.11655280134882906,0.22779631714377624,0.12439065361006008,0.3236931282649536,0.38428574087072426
BKNG,40,0.04772534901580161,0.03999223013716002,0.04976762573708071,0.1302037908451378,0.38222870020945465
NUKZ,40,0.0873007388808471,0.10430941924205794,0.08822267176974674,0.24922167460509062,0.3539927733394048
META,40,0.06356398341974523,0.11615058569975822,0.06516146180213878,0.19135571593030495,0.3405252959669713
MSFT,40,0.05387705427810974,0.03923589443279485,0.05531618125436055,0.17311990422078427,0.3195252533401035
FNGS,40,0.04775846840486775,0.07541897913445861,0.049402711579057845,0.17716287899866928,0.2788547570364835
QTOP,40,0.02005387558413707,0.022971241489309957,0.020362853591814556,0.1366719859349787,0.14899069075869084
QQQ,40,0.018167349316998926,0.018717085321998228,0.018444908702057727,0.1289965949882237,0.14298756260769205
SHOP,40,0.028836322652584956,-0.03114185572352768,0.03223077168595001,0.24489882195407783,0.13160852073022122
IGM,40,0.021179919395672098,0.02621683920440865,0.02128163766508462,0.16472867455821127,0.1291920652075919
MGK,40,0.01600264109208971,0.019053742046706956,0.016191748069631196,0.13828460954088545,0.11709002269586564
SPY,40,0.009805436899366526,-0.0050774812939931024,0.009880881229148875,0.09707819136863086,0.10178270824626952
TOPT,40,0.011696985334711973,0.009350655255553786,0.011799215089325799,0.1190608795634715,0.09910236790276375
SMH,40,0.020524277131901636,-0.02438832693583426,0.019283049204914526,0.22275663812829,0.08656554240960053
NVDA,40,0.0191214220503233,-0.046301891768653514,0.015972106544998255,0.2925636076816866,0.05459362041493601
MAGS,40,0.00429704355727023,0.022261265573700895,0.004385588204551372,0.17640821528206194,0.024860453338520456
AMZN,40,-0.0024304581402647685,0.02111693396766179,-0.002439058077278844,0.1740075140010452,-0.014016969849153718
USD,40,-0.023996453103301785,-0.14944742940578604,-0.03537932564066759,0.6078234194789554,-0.05820658518060364
ISRG,40,-0.006092885510045165,-0.03630811597690853,-0.006315093313307707,0.10176189665871571,-0.06205754335030696
TQQQ,40,-0.03178246512601124,-0.059094164131471505,-0.03586620961130771,0.4196456154547762,-0.08546785261282658
NOW,40,-0.023173525657259275,0.0002082780473182666,-0.023592285853859196,0.2038772266798868,-0.11571810269374562
GOOG,40,-0.018824339721082883,0.0048015888839225696,-0.01934682367812679,0.15094708937317516,-0.128169570930229
MAGX,40,-0.0474423915019585,-0.03144206215646206,-0.049345609219000774,0.3513524622302593,-0.14044475142076013
XLKS.MI,40,-0.025569916658484737,-0.030705082510561255,-0.026964980139865036,0.17511812279668604,-0.1539816651139623
TSLA,40,-0.06112512154592842,0.004558936058534524,-0.05737458720244548,0.31561294881593116,-0.18178781136101912
WDAY,40,-0.02290480267696604,-0.042427583012371595,-0.023825549897500187,0.06995370254518803,-0.3405902622825373
XYZ,40,-0.13306742895436574,-0.1405998099516106,-0.13974713351489865,0.29097723057345876,-0.480268278172435
AAPL,40,-0.06487863292140295,-0.07791459342624574,-0.06697811819848087,0.1010085307099859,-0.663093678600151
CRM,40,-0.0866720695819212,-0.09636696090220553,-0.08914909507739255,0.12336537211427312,-0.722642776895399
