symbol,weeks,gmean change,std,gmean/std
SPYG,164,0.2707185065097588,0.0928671071977395,2.915117253876822
SPY,164,0.2111430106842218,0.08197310622699693,2.5757595436182728
SPMO,164,0.37339838197137,0.1486985491885651,2.5111097855962425
QQQ,164,0.2489628148539229,0.10524140188077914,2.3656356757386794
MGK,164,0.2684027707516172,0.11473270523957632,2.339374550536035
FNGS,164,0.38781469363520604,0.18143948816535482,2.137432692059687
