Date,Open,High,Low,Close,Volume
12/6/2024 16:00:00,63.51,68.88,63.39,66.94,3120217
12/13/2024 16:00:00,64.92,68.86,60.43,66.51,3728017
12/20/2024 16:00:00,67.17,69.3,60.5,64.52,5032924
12/27/2024 16:00:00,66.11,71.68,65.85,68.74,3090451
1/3/2025 16:00:00,66.13,72.23,64.82,71.9,3378116
1/10/2025 16:00:00,75,79.1,64.08,65.39,4344446
1/17/2025 16:00:00,61.37,70.12,61.16,69.73,2803141
1/24/2025 16:00:00,71.25,77.46,69.59,72.82,2545659
1/31/2025 16:00:00,58.27,60.52,50.88,55.29,8658122
2/7/2025 16:00:00,51.24,61.63,50.6,59.77,3564027
2/14/2025 16:00:00,60.44,66.21,59.85,66.02,2663576
2/21/2025 16:00:00,67.45,68.9,62.65,62.81,1862310
