symbol,weeks,CAGR,median change,gmean change,std,gmean/std,median/std
NUKZ,113,0.5816528707720447,0.5957289185220673,0.5821529740079896,0.20969729770368228,2.776158683888309,2.840899358483275
NLR,113,0.40247832907403724,0.49781539564323984,0.3892713209167933,0.2758780648663193,1.411026719740913,1.804476176402294
NUKL.DE,113,0.4490917408717199,0.46475432802833927,0.429403316650099,0.3081348697101814,1.3935563899469656,1.508282163798818
