symbol,weeks,CAGR,median change,gmean change,std,gmean/std
GC=F,79,0.3607173494508411,0.40138941824284724,0.3980666528655701,0.04077204423454753,9.763225276996899
ESIF.DE,79,0.3298524382774035,0.3543867046325704,0.3559208164325698,0.06280995133952708,5.666630985090167
PLTR,79,3.6517789263760116,4.161468846701654,4.1416488468969845,0.7404698380120299,5.593271507204454
NFLX,79,0.6849339141434903,0.8665509516216925,0.8005109761091189,0.1530907732029777,5.2289955779879005
EHF1.DE,79,0.1268555625774146,0.11902421362570514,0.12183669161845545,0.025329167875514487,4.810134001134481
BKNG,79,0.3844219615309765,0.44339816478825766,0.4208497028647984,0.09476057257393727,4.44118995309393
UFO,79,0.7468615574318183,0.6995796747544092,0.6494757760770018,0.1886021622843168,3.443628472816342
TSLA,79,0.719750154999026,0.6414144175993759,0.6097253504134317,0.1867161155677178,3.2655207535757556
PPA,79,0.3290651784675469,0.3224001163374348,0.2923027833305183,0.09031010935383221,3.2366562882266594
SPMO,79,0.3341504639354502,0.28577697136078295,0.27688888347970386,0.08700756002565242,3.1823543080402295
FNGS,79,0.36990104037326677,0.31746385351630635,0.30783835727223785,0.105663973641799,2.913371006808908
RSG,79,0.19688490233773592,0.26383792751176904,0.24987036254644868,0.08705908569380841,2.8701238998219725
QTUM,79,0.43821286792534053,0.41684092724382027,0.44136681128648925,0.1563233756550747,2.8234217015653424
MAGS,79,0.3575365943499451,0.24179918310378468,0.26532321470255127,0.09887299876743126,2.6834749427054767
SPY,79,0.1863822447368655,0.13658086905715772,0.13375779314374148,0.050286872714344316,2.6598948378348273
BTC-USD,79,0.5292192041092452,0.6942079637582068,0.6537715560548796,0.2609000751236353,2.5058312296195027
AVGO,79,0.8674495318039281,0.7021458888357737,0.7059762032867567,0.2955695955263243,2.388527825501187
META,79,0.40297109795285513,0.39136954914253264,0.34722322244943404,0.1494679047446649,2.3230620850850445
NUKZ,79,0.6071119601045765,0.6206523641341231,0.5778434745707663,0.24949134523279198,2.3160862515354994
SHOP,79,0.7319754812433157,0.7818149896640925,0.6927511639763368,0.32136316108890595,2.1556645186990973
NVDA,79,0.5386111961551505,0.29829688620209804,0.34621146135141,0.17146281638204783,2.0191635052814774
QQQ,79,0.215977108676904,0.15163088260671076,0.15586695992251998,0.07757409547471,2.0092655798137447
NET,79,1.0608070759726216,1.3427501963304853,1.089338361105629,0.5438482824771889,2.003018849565495
BRK-B,79,0.14029876420774556,0.17956072709869852,0.16876176253661979,0.08524306443749705,1.9797711831484113
AJG,79,0.17447421769494031,0.21958379881011147,0.20618816036534504,0.14744634052702932,1.3983945591891267
AMZN,79,0.18007159267097528,0.1569746409430275,0.15257566900597785,0.11408927073799993,1.3373358249993545
NOW,79,0.20409976738381452,0.17058758977612998,0.19108407869755006,0.15944353499559483,1.198443566262059
SNOW,79,0.3331266702237896,0.5548267125113615,0.4475417195813636,0.3839360080586694,1.1656674815272199
ISRG,79,0.15976101834974,0.1775475962327413,0.15814094363436637,0.1650277800529662,0.9582686235227216
MSFT,79,0.16976793713016636,0.11811689721785879,0.10806488392807712,0.11987539821549797,0.9014767461611323
SMH,79,0.20744495031933186,0.05619554538289617,0.0906657061438616,0.15108164531079474,0.6001106617375682
AAPL,79,0.17557884985046357,0.04961940473063753,0.05080467935151667,0.09425745313679253,0.538999067562176
GOOG,79,0.192185524942464,-0.0011452336286207343,0.0965607203362413,0.20892236839813885,0.4621846912640183
USD,79,0.4419555723324362,0.036925194091091296,0.1279047203105952,0.36838252193760196,0.3472062671101974
CRM,79,-0.0434111918886072,0.011070800906101796,-0.00640093171505296,0.08256655378219474,-0.07752451109850371
WDAY,79,-0.03657492501154469,0.012519510355833763,-0.010964323303016,0.10239596598655422,-0.10707768804540349
