symbol,weeks,gmean change,std,gmean/std
SPMO,262,0.18310474149500067,0.23036858026176868,0.794833832317489
SPY,262,0.11295030398492645,0.14598520765476,0.7737106094477894
SPYG,262,0.11787956113116582,0.20067820888417803,0.5874058862026237
QQQ,262,0.1272723593252274,0.2195702495299923,0.5796430053600798
MGK,262,0.1290921056636536,0.2284805131765859,0.5650026948419976
FNGS,262,0.20111970396522172,0.3570274139138512,0.5633172583597483
