symbol,weeks,change,median,std,ratio
VT,114,0.021650553833735757,0.015915899169525294,0.03658362018751493,0.591810042930758
PABU,114,0.02535834428551023,0.01831563817017201,0.04284993423369905,0.5917942405047456
DGRO,114,0.018741773305469365,0.01697705555536444,0.03167283804501969,0.5917301530993168
FIDU,114,0.027560177418133915,0.0175043094281655,0.046585312260807706,0.5916065832904234
BUYW,114,0.008664029052985883,0.006513701012716533,0.014646869008221248,0.5915277215985743
FBTC,76,0.091215031308966,0.02364689657618746,0.15432207478040424,0.5910692390493213
HODL,76,0.09116330103810573,0.023784108639113843,0.15423589760324757,0.5910640937339493
IBIT,76,0.09120158351283053,0.023927141694534915,0.15431272071416585,0.591017921858585
IGRO,114,0.020227776824008205,0.010931331548338141,0.03425717476982128,0.590468331376462
ARKB,76,0.09106484059056148,0.023417954648828232,0.15426192729342159,0.590326091397439
BITB,76,0.09114630345060697,0.023734631001079975,0.15441914230869563,0.5902526208078436
DFIV,114,0.023107159528853904,0.013475384409877389,0.03915088100066534,0.5902079069040927
FNDX,114,0.02018503033285617,0.015470790174340054,0.03422838046378717,0.5897161963070809
VTV,114,0.019330160408384246,0.01636078110521677,0.03281012780471282,0.5891522435827781
BBCA,114,0.021839340301184968,0.016712508107806,0.037077236990172846,0.5890228634613034
PCEF,114,0.01832886634591161,0.015869841591202083,0.031131268621991597,0.5887606627429189
BIZD,114,0.021866639535158244,0.016941239507366146,0.0371555812353358,0.5885156094493437
DVYE,114,0.023909305694833682,0.016792039051595986,0.040639116058721336,0.5883323264287054
NTSX,114,0.023250613094551113,0.018418700588915593,0.039535725458272546,0.5880912219276376
IGV,114,0.03991726757209176,0.02239452971657796,0.06792581700779048,0.5876597342585311
VIS,114,0.02773948016138268,0.015722388509415652,0.04720829271072608,0.5875976140751232
IYW,114,0.03682574445846478,0.025164555723764304,0.06272030131143111,0.5871423396965265
BUG,114,0.032959926648943184,0.014480212823743233,0.05615158294230194,0.5869812554137763
USD,114,0.1251024125872851,0.05649063358944417,0.21324922760014284,0.5866488427421686
IVLU,114,0.024359381278146536,0.015551037795521472,0.041548190439238894,0.586292231277083
FNOV,114,0.015887981454835002,0.011427744986146737,0.027126711901032583,0.5856950710723706
GDXJ,114,0.04789588199466127,0.02848220348509367,0.08180536319717685,0.5854858425262047
BTC,47,0.08560044977132401,0.012368994787743004,0.14628259963633541,0.5851717838220696
PKW,114,0.025583211707865313,0.019522068389377978,0.04372863725232704,0.5850447970798333
FEX,114,0.023843257416519378,0.01731425465149783,0.040763582793862795,0.5849156473093216
GSEW,114,0.023516845427589333,0.017697460895736095,0.04023404977193437,0.5845010770949963
VYM,114,0.019553887258297126,0.012617947600222612,0.0334800625227819,0.5840457210912152
PAVE,114,0.03369950679152146,0.02081056384404123,0.05772657128330809,0.5837780772762755
AVLV,114,0.023132730925333588,0.014733421467336694,0.03963592127977639,0.583630458897311
FGD,114,0.021772709510433096,0.0106424794514266,0.0373695723313413,0.5826320225819832
EXI,114,0.025504717342145523,0.01773480586491949,0.04378784145938648,0.5824611694047838
FNDB,114,0.020716019608314505,0.017224962628576423,0.03557306820045995,0.5823512183873601
IYC,114,0.030005021344207006,0.01933717158125614,0.051533810978766484,0.5822395195373771
IDV,114,0.023609032110687635,0.012011678035582007,0.04054976813055063,0.5822236032195789
QDF,114,0.021096469156812167,0.016380107469949556,0.03624338280286806,0.5820778173924409
HDEF,114,0.021157802469625633,0.010874775215362176,0.03635472426235991,0.5819822017335858
RSPN,114,0.026986746790135158,0.016486417112808738,0.04637796237400551,0.5818872888917824
KBWB,114,0.04334319448690209,0.018408630053244113,0.07450687241550842,0.5817341821192902
MSTX,45,0.30602246122084303,0.049297265141523994,0.5263433637648764,0.5814122154631112
AVIV,114,0.022265918749468695,0.016158900511179852,0.03830716992886166,0.5812467689682538
FLGB,114,0.020933674240154267,0.01238960529609967,0.03601605619478384,0.5812317186240415
EWS,114,0.024809497234581,0.011671175326936067,0.042685011504622505,0.5812226905899813
PLDR,114,0.02633536525020541,0.02229557251280112,0.04531559835031051,0.5811545297630382
IYJ,114,0.02625529424334695,0.019044653364050146,0.04518718022717434,0.5810341364818716
VFLO,104,0.02455585011406197,0.01122517454838301,0.04227299811675226,0.5808873561851955
GVI,114,0.005621931308109406,0.0028357979472093398,0.009685102184420487,0.5804720694793368
FWD,114,0.03926594813669528,0.02803989045054156,0.06764955174144902,0.5804317563960584
DFAC,114,0.02338374082600013,0.015790528554538996,0.04029097116552485,0.5803717346482958
PXF,114,0.022084681794434475,0.015286056501207845,0.03808089196993169,0.5799412947541337
FNGA,114,0.12769900569980577,0.07477940176018305,0.2205488514124558,0.5790055349732545
ABFL,114,0.0237259692006962,0.016498989802519404,0.04101118868281878,0.5785242994099303
SPUS,114,0.026756678474018757,0.019635302057274817,0.04627582751079982,0.5781998921094237
SSO,114,0.04535669301033954,0.03527284300167499,0.07845078884825649,0.57815470916514
DSTL,114,0.01979107820538039,0.013480459199946115,0.03423489456387867,0.5780966600744847
SMIN,114,0.02790743884487363,0.022922186614085738,0.048280616821609904,0.5780257312782
RDVY,114,0.025523937385766818,0.012012730446385289,0.04416932607867268,0.5778656740269158
PDEC,114,0.013174934018833321,0.00889116512306709,0.022832154637990827,0.5770341970665929
BNDX,114,0.006423195995407688,0.0032522946406718933,0.011143719036442333,0.5763960823493908
EWG,114,0.029429214745728724,0.019326888542077092,0.051104326007924215,0.5758654314541873
JTEK,90,0.04483334504967057,0.03284364237315074,0.0778641326539445,0.5757894363111404
VONV,114,0.020414725539568957,0.01592638382821865,0.0355003626266819,0.5750568171443226
EMB,114,0.011981654421933403,0.008513097701235428,0.020857568316979304,0.5744511651523453
INCM,107,0.012216020785734546,0.009670950494230723,0.021268622175726764,0.5743682258682615
HDV,114,0.017040753086156928,0.015627487902037274,0.029684159622168072,0.5740689075607492
IAGG,114,0.006391763582975701,0.0034456824777736594,0.011134879692839892,0.5740307717097135
SMH,114,0.05082517984450705,0.02200990886785248,0.08859093512508533,0.5737063252887534
FXU,114,0.023902707968647432,0.014913775234694615,0.04175144869012897,0.5725000860700337
DIA,114,0.019815680795623784,0.014752912716857969,0.03462474621329492,0.5722982249041041
BSCT,114,0.0073820951609110475,0.004915888397523549,0.01289982368333847,0.5722632605006709
EFAV,114,0.01813851885934532,0.009368594390593454,0.03169781525182444,0.5722324619297324
RING,114,0.04572128670311595,0.01945128571693988,0.07992723389571582,0.5720363945381908
BITO,114,0.08310381567479369,0.013250726404231639,0.14533129928430646,0.5718232485641007
DOL,114,0.021023442457707965,0.00978410196814783,0.03676671748556154,0.5718063481180763
FDL,114,0.020778386067075563,0.013805224085080003,0.036359717899458736,0.5714671968724179
CWB,114,0.0169508930981473,0.009705448638514635,0.02967018332831776,0.5713106963504692
XSMO,114,0.030454933636699703,0.01776539668528143,0.053327316712868694,0.5710944317839728
HNDL,114,0.015583119038853057,0.013770128926348879,0.027293078649461632,0.5709549750321201
RDVI,114,0.023845739398464637,0.011125332777773056,0.041808191245727426,0.5703604649699249
IBTH,114,0.0046820260884200245,0.003265984476982009,0.008216175591291916,0.5698546770814352
IHAK,114,0.02771250743495839,0.01034945796567266,0.0486483837879498,0.5696490875370617
IQDF,114,0.021618850063949518,0.012072103425436631,0.0379727056371922,0.5693260382998633
SMTH,81,0.006902593885953692,0.005064990661053148,0.012130138955561984,0.5690449145917387
QLD,114,0.05970472870248842,0.040564560370332736,0.10501745314628459,0.5685219638617822
DRSK,114,0.012817305222752932,0.010366521273319274,0.022545153854811515,0.5685170882086265
INDY,114,0.017426263106944603,0.009166036172775449,0.03071912180441796,0.5672773856588047
IWD,114,0.020170468354537164,0.015375705035904574,0.03556581231438523,0.5671308214821472
VTES,114,0.0036507096223720413,0.002071429717689699,0.0064395899594861345,0.5669164722195076
EUSA,114,0.022966872916629143,0.01738337058939199,0.04051359368294743,0.566893006242893
AVDE,114,0.02202136166842177,0.01597001879329052,0.038873898012792764,0.5664819530363253
FNDF,114,0.021338984975009825,0.014399792187710925,0.0377081060900013,0.5658991444459758
PNOV,114,0.011843861397486749,0.007403425455220436,0.02093722670722473,0.5656843460265839
ONEV,114,0.01880903942461328,0.013933124710985179,0.03329064752920321,0.5649947003317861
VWOB,114,0.011610373479000034,0.0076633223724567046,0.020551351738022937,0.5649445168864092
FTEC,114,0.035168511560782455,0.02156228823401185,0.0622796046384128,0.5646874569125192
VOOV,114,0.020216465794760816,0.01653590475261113,0.03581186012241429,0.5645187299865367
VFMO,114,0.031886694096803905,0.01673462741192,0.056496770313148835,0.5643985296869743
INTF,114,0.02222659759756611,0.0161136777232761,0.039446017265426715,0.5634687387577421
DHS,114,0.019843446781865073,0.0162075886913019,0.03522808669151971,0.5632848288250037
DFIC,114,0.0215172231856314,0.014366748101398263,0.03820209817919479,0.5632471568629672
KRMA,114,0.022215676671401903,0.017776472672888732,0.03945289193975767,0.56309374494838
DBA,114,0.023560086520885468,0.008091282301104341,0.04185357415894638,0.5629169549872098
DFAX,114,0.020591186125629254,0.015150380481206316,0.03659838601425189,0.5626255244592147
IMCB,114,0.02413624881500599,0.017431249624505152,0.042952145052241576,0.5619334909967756
SMIG,114,0.02123496619486604,0.014041232027178996,0.037793072802592614,0.5618745611341059
NULV,114,0.019501432091452095,0.013972412342205254,0.03472930078049707,0.5615267699948486
SPXL,114,0.06671994664115115,0.04872383527383828,0.11890140088972369,0.5611367582038099
FRDM,114,0.026283273619392304,0.019496877386040445,0.0468571533372925,0.5609233969079822
EMGF,114,0.021764605075038256,0.010519611835849263,0.038809918248395345,0.5608000752729786
XMLV,114,0.018018226593535164,0.010808267812493444,0.03213567085996349,0.5606924053974965
NLR,114,0.04886297984504316,0.02360124717641754,0.08718142146005639,0.5604746863118141
INFL,114,0.02302783598818976,0.011574431034009347,0.0410909148006259,0.5604118598946111
IFRA,114,0.025670189072892174,0.01627934140176135,0.04580781509209263,0.5603888555104515
VO,114,0.023639791963383176,0.015539242400996467,0.04220530038189503,0.5601142925054036
VOT,114,0.028087001077094984,0.015465237219604133,0.05015024898666246,0.5600570614228608
SPYV,114,0.019967552177736835,0.015100516756347493,0.03574509071012566,0.558609637884638
GDX,114,0.04268674266370816,0.019504885180650966,0.07643773049846031,0.5584512044685576
DFLV,114,0.020914387979547016,0.011455076818253529,0.03749702071251841,0.5577613256235243
SCHV,114,0.019434147030179424,0.015743191239936394,0.034843168566624255,0.5577606121848258
TOUS,106,0.023751772650816943,0.014433580474995988,0.04259834400345714,0.5575750233128622
IXN,114,0.03413749357694381,0.021173595294392333,0.06123004140648417,0.5575285071312838
XLSR,114,0.022815758618833414,0.016340196686836506,0.0409414321940389,0.5572779796930358
FPX,114,0.04214986155201169,0.021741460841625426,0.07569365265964849,0.5568480324438266
IVE,114,0.01987898298657249,0.016218072014317908,0.03570331301859849,0.556782586988977
VGT,114,0.03461916143483292,0.02007664158516831,0.06219753827733477,0.5566001869795608
XMHQ,114,0.0290445601778901,0.01370894243243348,0.05219406155745663,0.5564725049403765
GCOW,114,0.01781277044917244,0.008637199521994265,0.03204638587857866,0.5558433489711971
IUSV,114,0.020126622519812374,0.0164932112063092,0.03629039250179211,0.5545991964352127
DFAI,114,0.021068211414600826,0.013066674690356495,0.038004613491165185,0.5543593127055084
HEFA,114,0.01902039803970571,0.012010044556282518,0.034314621010736734,0.554294276884317
FOCT,114,0.013896829890599942,0.009589024943872482,0.02507999335685639,0.5541002221518059
PDP,114,0.028606463555632136,0.018211950101758134,0.05171529578436044,0.5531528558767946
XLK,114,0.03393555619513151,0.01966969066040758,0.06137545630609891,0.5529173750804247
SPLV,114,0.014952678888264482,0.010312053112196296,0.0270567616884918,0.5526411127989639
ARKQ,114,0.04558610388031988,0.019684286294015196,0.08251972844729025,0.5524267316201623
GSIE,114,0.02100399020172016,0.011025578554756388,0.038069415072733766,0.551728734512754
XLY,114,0.031331731126858435,0.015857978068900214,0.056798678325957926,0.5516278204054499
CWI,114,0.020872259270873172,0.012239897016795065,0.037847560853393324,0.5514822831443261
TQQQ,114,0.08803911821665467,0.051554129714059704,0.1597757169760242,0.5510168871898459
CONY,97,0.09556917734024534,0.03608021448878329,0.17350336226238647,0.550820318949886
SIL,114,0.048508191237560554,0.021724125864100108,0.08808431046786966,0.5507018330495395
ISPY,79,0.021214077381938343,0.019260866092549955,0.038542374296325004,0.5504091994654594
FLQM,114,0.021580263119366595,0.01445922806036748,0.03923557666703731,0.550017737791953
VOE,114,0.021584947448142995,0.017341181351736235,0.03924891030742767,0.549950235027497
DFUV,114,0.021427893960331824,0.012000523467887048,0.038965142682510986,0.5499246887128547
SECT,114,0.02306594596332177,0.015770308792803056,0.041980165459708826,0.5494486672631079
VEU,114,0.020396932333708977,0.01309981360655943,0.03718793685305805,0.5484824935113788
DFEV,114,0.020514851177350465,0.010661370553251781,0.03741855297515514,0.5482534610831089
USVM,114,0.026261699067053234,0.013321553848735568,0.04791120702090441,0.5481326958762455
IGF,114,0.020951761569928763,0.011638766863790395,0.0382298176190346,0.5480476464396444
JEPI,114,0.013701362230992147,0.013167430875284825,0.025001161940124052,0.5480290181634719
IWP,114,0.031588345934610816,0.018720229165327007,0.05769413853415303,0.5475139544013047
CGGO,114,0.02255276610919665,0.013668485769494976,0.04120198688302508,0.5473708385283775
DFSI,114,0.02195823342742353,0.01352093424238865,0.0401244616463198,0.547253035342283
DBEF,114,0.01924696082990415,0.01280526665184456,0.035182268187890414,0.5470642406315597
IMCV,114,0.021809679355941896,0.01815146487755659,0.03992728370467587,0.546234988517082
IWR,114,0.02447350277569615,0.016051964586475398,0.04481111757184355,0.5461480119628559
QEFA,114,0.019674297859325524,0.016194313924246306,0.0360264686927893,0.5461067535398866
FEZ,114,0.02675929331184278,0.017194063187776276,0.04900090185545435,0.5460979757225463
IDU,114,0.022155354872475826,0.014841398730242705,0.04057423682877197,0.5460448945958989
AVES,114,0.020717777080453414,0.007640967049974079,0.03797981353650364,0.5454944390535483
FTQI,114,0.01763365510535469,0.015469332754532439,0.03233765015665631,0.5452979737219718
RSP,114,0.02103918506191148,0.017707050314201944,0.03858838618650712,0.5452206516288074
BULZ,114,0.12565768906855834,0.058754387482397585,0.23048870960894435,0.5451793681423868
FSMD,114,0.024226135878226366,0.01139140032486774,0.04447610741999885,0.5447000037447745
JHMD,114,0.021420703190949037,0.012233263994814836,0.039348615933747035,0.5443826341189739
VXUS,114,0.020181000537558037,0.012401986605578563,0.03707928064805718,0.5442662366918235
IBDV,114,0.008393225249417246,0.0050890191765985415,0.015433324657396405,0.5438377948846428
PTNQ,114,0.016818026182232885,0.011027812835729178,0.03092847920679328,0.5437715210561951
OUSM,114,0.020111206041521168,0.010759910933293204,0.036986023249874135,0.5437515113655699
EZU,114,0.02593369060837196,0.014543621481768909,0.04772077755229865,0.5434465224283163
IDEV,114,0.021286931875649968,0.012929831265653391,0.03917811612354976,0.5433373010718733
SDVY,114,0.029272479559512017,0.010139438541460821,0.05388262780897644,0.5432637707145278
FDIS,114,0.031082431643845537,0.017829095077325552,0.05725017597480655,0.5429229013640698
BKIE,114,0.021146734064979307,0.012816046022338323,0.03898147771186079,0.5424815914186097
APIE,112,0.02218081033100178,0.010119513410267733,0.04089761371148727,0.5423497441067487
FXR,114,0.027815366931343326,0.01744030288797005,0.05129017023572761,0.5423137962596926
RWK,114,0.02655398944726092,0.019443691109967243,0.048971669837305234,0.542231652207882
HFXI,114,0.019125488927789158,0.009772330397766926,0.035294435078992124,0.5418839793011162
DON,114,0.023188612300340375,0.013398441641916725,0.04280412992673942,0.5417377327848597
ACWX,114,0.020492689695294882,0.012460486333841225,0.037835567276479305,0.5416250150432997
VCR,114,0.031127857822805433,0.017275601820329167,0.05751080282513969,0.5412523611859321
RPV,114,0.02284503446110425,0.01230466921516582,0.042228655714684045,0.5409841747143377
KBE,114,0.04190584229353403,0.010202297911576452,0.07748340025688377,0.5408363875953035
HEZU,114,0.021894755494248457,0.008198993729737869,0.04049598879263496,0.5406647953792024
FNDC,114,0.020869310088248893,0.012551134699966271,0.03862560894899738,0.5402972446545883
IXUS,114,0.020441598301721424,0.011585050240155992,0.03784245989409324,0.5401762559550765
IGIB,114,0.009146830902243329,0.005962869538758575,0.01694612325743764,0.5397594932651508
BBIN,114,0.0212808529623033,0.012285116412102504,0.03943543628528266,0.5396378223979565
SPDW,114,0.021224769414141073,0.011715602745975828,0.03933364975387936,0.5396084407867017
VEA,114,0.020909106986178573,0.01281783694267058,0.038772019838006766,0.539283407816741
JHMM,114,0.02428505460661558,0.01790470820189971,0.04503319253829699,0.5392701080644717
IWS,114,0.022772735961474364,0.013607431106652412,0.042234124508111606,0.5392022736756522
BBEU,114,0.022791270841100417,0.010183182088082554,0.04226910899673629,0.5391944940892932
AVEM,114,0.021445300145223837,0.007581351484531651,0.03977990258867552,0.5390988602201569
EMXC,114,0.01972474261198083,0.01287872532443568,0.03660136623120344,0.5389072770503597
VGK,114,0.02301624389214595,0.01237279263104174,0.042718466590309846,0.5387890935525036
GRID,114,0.028652364426144182,0.012173228291247784,0.053195585699333324,0.5386229712384437
DIVI,114,0.021509401004773453,0.013712512012515221,0.03994332033374538,0.5384980723948888
SPEU,114,0.02283621113788385,0.010083501794664107,0.04243666150360232,0.5381245915385062
TDTF,114,0.006342216128405796,0.002767640286161721,0.011787831843639155,0.5380307602392653
FXL,114,0.03421939122449974,0.019720084811094662,0.06363184627943318,0.5377714654738848
FSTA,114,0.016091811192087958,0.010993639135596256,0.029933616120498118,0.5375832685002101
SPHD,114,0.018909500935681067,0.008671045431793534,0.03518601789343797,0.5374152026225054
QYLD,114,0.015996062495224637,0.01522872730886482,0.029774020121460208,0.5372489986226335
CCMG,74,0.017574909682999563,0.011860382687584936,0.03271651240069939,0.5371877499578427
JIRE,114,0.021422350520435868,0.013665586378862282,0.039887171511304685,0.5370736933393339
VSGX,114,0.02022475430787545,0.012429186163761319,0.037679550885825766,0.5367567774138085
IEUR,114,0.023176622862896276,0.01123319047012239,0.0432122414833877,0.536343917077437
BITX,104,0.16924749911753345,0.016259886573654847,0.31577279464154273,0.5359787226434719
IEFA,114,0.02150547984952972,0.01352712424509106,0.04012665351058594,0.5359400290845657
EFA,114,0.02144188388491994,0.012417520115139191,0.04005825024603461,0.5352676103730338
QQQI,73,0.024437057729842126,0.015530948528251098,0.04567599016450634,0.5350088228373328
RPG,114,0.030008063409165578,0.02033600854104567,0.056091710959165035,0.5349821372183058
BSCU,114,0.0084508716872862,0.0047271896956294635,0.01580300448835973,0.534763607357765
FFSM,114,0.0262608900503828,0.014842635351644873,0.049157640819048776,0.534217867514232
BBMC,114,0.026779130552674477,0.017388124734146304,0.05013138506563723,0.534178948329723
IBTI,114,0.0056030849124620846,0.003020479176219504,0.01049513807146362,0.5338743401286854
GSID,114,0.02097141809645142,0.011398643879244719,0.03929654447593826,0.5336707941150517
ICOW,114,0.01912674288455511,0.011287798280848693,0.035842583827055775,0.5336318100515199
QQQE,114,0.024635722821672347,0.014920741726557885,0.0461883355000127,0.5333754194641972
VDC,114,0.016057308537762695,0.011721394958213782,0.03010599805351753,0.5333591169845502
IEV,114,0.022714280822513935,0.010494400720249097,0.04259996361832094,0.5331995357091155
VLUE,114,0.021699635021592528,0.011390040042613236,0.04070880919353224,0.5330451922194801
SIVR,114,0.03215924861243316,0.012169464627127535,0.06042794451888051,0.5321916684156799
SMLF,114,0.028454074710147683,0.01729694503099921,0.05351087996016878,0.5317437263473836
PSC,114,0.02666994887350531,0.00908515492307227,0.05015729152345488,0.5317262568102133
SCHY,114,0.018405149127949282,0.007911193753431411,0.03461947091292993,0.5316415486025002
ONEY,114,0.020908312145231818,0.012201220495960174,0.039328079946551936,0.5316382638981322
ESGD,114,0.02116784330786483,0.012417632554863056,0.039834298571785956,0.5313974154639113
SLV,114,0.032074497660033896,0.011702244984641341,0.06037404361389466,0.5312630352400676
DLS,114,0.021055322302507104,0.011948953566949472,0.03963572358646006,0.5312208381052441
FTA,114,0.020276518634200952,0.01111036116627473,0.038206997036336024,0.5307017092946971
SHM,114,0.003940479424730945,0.0017638579900480789,0.007430834003891385,0.530287639673742
DFEM,114,0.019467279398767474,0.008000584482000583,0.036730135397410345,0.5300083756331596
CTA,114,0.017587019967222263,0.006032209625104534,0.0331830450669253,0.5300001832788956
DIHP,114,0.019433384699768394,0.011866331319649648,0.03667463502427504,0.5298862466362756
PXH,114,0.022977642983040444,0.00827590832699221,0.04336709486626567,0.5298404943632564
QQEW,114,0.024473508834342055,0.01433739744227358,0.04621011603652164,0.5296136632723384
FNDE,114,0.022421042295825908,0.008662296574149408,0.042351821088193506,0.529399721658634
IAT,114,0.04267508145124848,0.008906243594262508,0.08062593524259729,0.5292971960305628
PHO,114,0.023455017067222004,0.008260670445002338,0.044315095428308575,0.5292782705425224
VXF,114,0.029563651779897865,0.012461996881248938,0.05587584748551465,0.5290953624920319
FLIA,114,0.0054165014683907305,0.002717580338834402,0.010239417586003425,0.5289853082849861
DVY,114,0.020133491828152134,0.010651734354090836,0.03807841731804751,0.5287376221545252
EEMV,114,0.01416347177601875,0.005456648341497172,0.026790010128440025,0.5286848234888474
IGEB,114,0.00915879425585606,0.005838831980062298,0.017330591497885708,0.5284755720526568
BBEM,97,0.020236714626276187,0.009355152019159485,0.03832957542680631,0.5279660523482701
DFAE,114,0.020169334260185776,0.009628012008095266,0.03821508267957154,0.5277846558465672
FIW,114,0.023495954710855214,0.009698278558770479,0.04459058826502089,0.5269263229094161
EQAL,114,0.02140279611910619,0.016662672012319635,0.040630031484372484,0.5267728164901457
FNX,114,0.026555823728651253,0.01047919870929559,0.05041819266306572,0.526711139887903
IQLT,114,0.02044574013175421,0.01199634323633536,0.03886431155301408,0.5260800800205752
NUGT,114,0.0806979790332351,0.025003260643850056,0.1536848916826219,0.525087262317797
TMSL,106,0.026752507129458165,0.012662307464370248,0.05096099064122164,0.5249605000382083
ARKK,114,0.05895153034455507,0.028566958193930403,0.11235127359243426,0.5247072726421222
BBJP,114,0.02267578788579017,0.014957756807905231,0.043216952514604334,0.5246965962749762
XCEM,114,0.019113263211517066,0.01112033687481162,0.03646067172602036,0.524215882667811
IBDW,114,0.009169662596911531,0.005412786061117614,0.017494019064428056,0.5241598607581786
VBR,114,0.025325293806774358,0.013412520921052273,0.04833002158424574,0.5240075004441899
SDOG,114,0.020465967176961718,0.014039703979955354,0.03905790061139229,0.5239904566450831
MSTU,40,0.29893374505570613,-0.04544063497530659,0.5707530095912979,0.523753252338985
SCHC,114,0.021750136220903868,0.010095149971571904,0.041534716686409984,0.5236616006103741
IEI,114,0.006039680514881283,0.0026727119574161406,0.011535931525639614,0.5235537764295468
SPMD,114,0.0246133835226208,0.0119725428050651,0.04701841949786512,0.523483855592772
FLJP,114,0.022346448263390734,0.015194500368789554,0.042757023153707135,0.5226380747569244
VCIT,114,0.008908885195386759,0.005316167502440572,0.017112282552572286,0.5206134931454596
FUTY,114,0.022113532923404615,0.01049047045437157,0.04248131617120539,0.5205472644558403
SPYD,114,0.021138536652866392,0.011335022211123147,0.04062131083207848,0.5203804658163167
JMEE,114,0.02473547064278982,0.012572340070262311,0.04754423906814921,0.5202622047927692
DIV,114,0.0172206505754244,0.009946973523598523,0.03310337732510384,0.5202082677638203
CGCP,114,0.008063341379470491,0.0048823445624203154,0.015506277607128926,0.5200049672632854
SOXX,114,0.045178813083805607,0.017152140711781505,0.08694845709162521,0.5196045403795576
YMAX,75,0.03184483662191164,0.015713766827617492,0.061306866291554914,0.5194334427479668
EWJ,114,0.022494357225756843,0.014720441031566334,0.04331313715436832,0.5193425991192188
VSS,114,0.01972442542789974,0.011048170948896874,0.03798263146911996,0.5193011822768462
IJH,114,0.024465052685239908,0.01059439720494837,0.047122490244022736,0.5191799618090681
GEM,114,0.019918827085053874,0.006410342571031569,0.03837219111825499,0.5190953788296387
EZM,114,0.024829251185662884,0.011936354648200975,0.04789376747472544,0.5184234294945748
XLU,114,0.022295797199203226,0.009940209620545537,0.04304339927330152,0.5179841177885923
MDY,114,0.02426321704701228,0.010305751712920475,0.04689703774595371,0.5173720604369242
BSCV,114,0.009199024888397552,0.005255134316712762,0.01778030347063646,0.5173716468669624
QQXT,114,0.018137403210232553,0.00986334598499794,0.035060219551703346,0.5173214384321041
VPU,114,0.022127698685872815,0.010217441229929514,0.042774770173114866,0.5173072490236473
VFVA,114,0.025273184318830813,0.007266700717142194,0.04889204039215819,0.516918175558171
AIA,114,0.03014006253740635,0.013556252849904249,0.05833881426889601,0.5166382435968683
FVD,114,0.01543275403754006,0.010075654819974522,0.029889001769805714,0.5163355456430948
PCY,114,0.016361657354257448,0.010826750003705476,0.03169039388239875,0.5162970651287778
IVOG,114,0.02543124631713935,0.01020592675167642,0.04929674212099845,0.5158808721014172
SPEM,114,0.019800344515570566,0.0070106302660545294,0.03838921143089431,0.515778881033121
AMJB,73,0.021897643093245107,0.008929219801503852,0.042466543235299734,0.5156445857133715
FLMI,114,0.007286822108261506,0.004467740343976456,0.014132209706401893,0.5156180285776947
IJK,114,0.025249558026376226,0.009961595265855161,0.04898750482971396,0.5154285386476921
IEMG,114,0.020484206278707607,0.007650626506707892,0.03975400400159088,0.5152740407705314
EBND,114,0.011557976493264644,0.006977664779342474,0.022435923728062714,0.5151549200003741
UBND,114,0.007789049723180328,0.0023497280351965077,0.01512037346186033,0.5151360674276629
MDYG,114,0.025226023253572993,0.01020684869930133,0.04897782356658974,0.5150499025191667
ESGE,114,0.021311019706573103,0.008060586284684423,0.041408152551737076,0.5146575829468901
XHB,114,0.035722504827739206,0.014821164838022538,0.0694390382573445,0.5144441185281087
JHEM,114,0.01946968807023198,0.007433520976213193,0.03785167089234139,0.5143679951568881
FV,114,0.026787987049558946,0.013379884940482256,0.05210346015909772,0.5141306732367088
VIGI,114,0.0179879487476159,0.007680309040440925,0.03499144864886736,0.5140669918562562
BNDW,114,0.00655233531069176,0.0017104042744668924,0.012751812034344175,0.5138356253248165
SCZ,114,0.021460492524903688,0.011524455744341355,0.04177655843465402,0.5136969948941994
VB,114,0.026059372390667076,0.016131480630204087,0.05073796730004281,0.5136069452006818
SCHF,114,0.019572922057661278,0.010750461930518429,0.03811662186959039,0.5135009635593295
IVOV,114,0.024472607638531537,0.01090700107901521,0.047662292376477865,0.5134584682840219
QQQJ,114,0.024437289248922,0.014066630308925632,0.047609929899048505,0.5132813532962245
OMFL,114,0.020781062162987012,0.010549886601374348,0.040497600309183736,0.5131430505593301
SDIV,114,0.022470460417596098,0.015419715258373823,0.043810556066768314,0.5129005982793414
RDIV,114,0.024994813042732413,0.011752406952246996,0.04873880239122155,0.5128319083858794
SCHM,114,0.02418492730747102,0.015150557055209957,0.0471639820964861,0.5127838285154657
IJJ,114,0.024359849129216446,0.010806000891911194,0.04752012346795749,0.5126217558260793
EWT,114,0.029567627699506365,0.013035031674450859,0.057711838877436375,0.5123321016039646
DFCF,114,0.007850621493813855,0.004176055857110894,0.015324357513557091,0.5122969420981335
MDYV,114,0.024442315286663834,0.010761647578213407,0.04772007700254494,0.512201924681729
SCHE,114,0.01993736863198453,0.0061975773243774235,0.038939498338484646,0.512008872294075
SILJ,114,0.05082998548844793,0.012312793419291701,0.09930396087169881,0.5118626189958376
USIG,114,0.008767261115397364,0.005921266768831979,0.017131836354897578,0.5117525601913081
CORP,114,0.00872518034727259,0.005508516715500011,0.01705280148042371,0.5116567126691136
DMXF,114,0.02174910306227757,0.011962728254931498,0.042532959639250405,0.5113470411357641
BIDD,31,0.025083032705382476,0.015390582643804107,0.04908663842755635,0.510995120238287
DBEU,114,0.018574581400067333,0.0048106726218460905,0.03635390532434474,0.5109377172644142
DGS,114,0.0191418067760494,0.00485073669160041,0.03746968052542229,0.5108612218634248
