symbol,weeks,change,median,std,ratio
LDUR,114,0.004304657084091811,0.004187691400541427,0.004499207243997589,0.9567590134539081
BKLN,114,0.0076848975967184225,0.007273531230214125,0.008303309152816761,0.9255222773575096
JBBB,114,0.00995924237361102,0.008181289183685436,0.010977293217836536,0.90725848130108
IBHF,114,0.007450944849628891,0.0068534480296607025,0.00823587023158219,0.9046942994629351
LONZ,114,0.00809297440998741,0.007353423694587802,0.009128794503069956,0.8865326530535651
CLOZ,114,0.010637358697990141,0.009401376551233076,0.012291205513452875,0.8654447024213713
STIP,114,0.004536803397411886,0.004021873385084196,0.005253022706334718,0.8636557751674804
SRLN,114,0.007744177369499534,0.007236368414732297,0.008997530098434105,0.86070035718439
BSJQ,114,0.007132170188235317,0.006209266855401352,0.00840710734091786,0.8483500803567295
FLBL,114,0.008061898917014098,0.006086294593546482,0.00990610251228552,0.8138315656450914
IBDR,114,0.004403866485887989,0.0032612266994753725,0.005432451916830442,0.8106590823646755
VGSH,114,0.0038922649473587217,0.0036338316759856326,0.004831285279356545,0.8056375730884419
SPTS,114,0.003916323468913604,0.0034584361075398196,0.0048691698381269355,0.8043103032159029
FLXR,52,0.00811069738266631,0.007616345979755579,0.010143005749365662,0.7996345051045198
BALT,114,0.007261748952162337,0.006521860137388424,0.009123414064506282,0.795946440753296
BSCQ,114,0.004349000375561316,0.002925470794266305,0.005512091718014008,0.7889927450496504
SHY,114,0.0037840610744359526,0.0033902849534417356,0.004813183851072109,0.786186688795001
VRP,114,0.011156188910926365,0.008976057406294924,0.014336440681804275,0.7781700603752878
AVSF,114,0.004672878802342278,0.004311195215318864,0.006075985830194572,0.7690733541741387
IGSB,114,0.005281076525452565,0.0040007371189327845,0.006871554522769887,0.7685417481521767
VTIP,114,0.004646933120134781,0.003915730558923358,0.00606938200773337,0.7656353009604339
VCSH,114,0.005254117711399673,0.003945683478500217,0.00691481089995539,0.7598353429207397
HYS,114,0.009075116104756293,0.007881411142237504,0.012053090983391742,0.752928532379049
SUSB,114,0.005222772506830695,0.004473349670964244,0.006948454196711125,0.7516452377714113
SJNK,114,0.00880020423212665,0.007129061573091899,0.011730223726873962,0.7502162309117232
SHYG,114,0.00852582687626968,0.007051191562377768,0.01140464672150147,0.7475748337031538
JPIE,114,0.006136354928876806,0.00541394384556948,0.00820939657346101,0.7474794126421124
PREF,114,0.010631223435886392,0.008410919614724177,0.01425623365732179,0.7457245504969927
FPEI,114,0.011693750842886956,0.009193797418234673,0.015727933601081993,0.743502047979303
JSCP,114,0.005396394145457168,0.00405115063183914,0.007315814911262121,0.7376340449988482
CGBL,91,0.019802290495711517,0.016921718552424636,0.027235922490753732,0.7270651655890913
ISTB,114,0.004914902064941059,0.0031945231919827677,0.006789634371969387,0.7238831718585538
GLDM,114,0.025632136150403554,0.0184498975961217,0.0355458629364875,0.7211004047419651
FPE,114,0.011976191667471875,0.010075739046612076,0.016644081228788896,0.7195465765185599
AAAU,114,0.02561509373876746,0.018203748107752604,0.03565526648718749,0.7184098244777414
BAR,114,0.025615217656159203,0.018265881471569156,0.03567931129387273,0.7179291507389087
SGOL,114,0.025601366186150557,0.018102134574502604,0.035671889751364746,0.7176902139077477
IAU,114,0.025597172480409217,0.018010206390837058,0.035686435809056026,0.7172801626189161
LMBS,114,0.005612341561853176,0.004450688482039777,0.00782678173333864,0.7170688736530207
OUNZ,114,0.025568003435104042,0.017574435120919052,0.03567366301391205,0.7167193182582065
GLD,114,0.02550551683238967,0.017648973931640666,0.035689742911552955,0.7146455746570649
XLC,114,0.02957241004583382,0.02612757641506247,0.04160594133516967,0.7107737283866269
FLHY,114,0.009797076274330834,0.007566077384922321,0.01381322773178085,0.7092532219526189
FSIG,114,0.005411268122531609,0.003857962840548068,0.007672708105459564,0.7052618251802368
IAK,114,0.026159261952787408,0.021525104768589487,0.03727397198486814,0.7018104205102451
SPHY,114,0.009929279506908901,0.007973793250560912,0.014153569193968856,0.7015389101386513
CGDG,91,0.02090745849644191,0.016927071073208122,0.029910762263902713,0.6989945061237611
HYLB,114,0.009740663296606021,0.00747206948841983,0.014059980973347649,0.6927934906221137
BSV,114,0.004632660356098318,0.0034957560176792635,0.006738519711457915,0.6874893232442614
PPA,114,0.028597435999110018,0.021025953138459896,0.041654943756687046,0.686531619539617
PAUG,114,0.015095115202392793,0.012255509567314027,0.021990525288785367,0.6864372271312197
USHY,114,0.00981860895036175,0.007501906532851654,0.014304995815548414,0.6863762196763238
HYDB,114,0.010293859184833519,0.007988001197482442,0.01506012251431579,0.6835176257728597
SMMU,114,0.0036110862198923373,0.002788848839353153,0.005297199899315395,0.6816971774765438
FTLS,114,0.015451889106639392,0.014130291692772912,0.022748903787840204,0.6792366458949451
CGDV,114,0.024124863502328505,0.02190917392096814,0.03553080836408076,0.6789843691458792
SFLR,114,0.018356079490350705,0.018067077957276467,0.027109663347630767,0.6771046639336052
HYG,114,0.00953668709913336,0.007551584353027829,0.014158710251548098,0.6735562017797934
JNK,114,0.009796812045325353,0.007576783272112642,0.014599450133429205,0.671039796416238
TPYP,114,0.023905099677857505,0.0173045504383309,0.03573240027938235,0.6690034671880352
SPMO,114,0.03564922995748991,0.02521020624273773,0.0533525025826814,0.6681829011159057
KIE,114,0.024939112008949726,0.021310461906639322,0.03738209422605608,0.6671405796084762
PJUL,114,0.014975376266433818,0.011104524694379614,0.02244779272674572,0.6671202130528944
IYF,114,0.031166733321767018,0.023780020480137054,0.04672494734506631,0.6670255418716468
DYNF,114,0.028628438897383354,0.02560697900548592,0.0429213176461899,0.6669981367621104
GLOV,114,0.018692155157643952,0.016974681700125394,0.028065086960476084,0.6660287632091794
QUS,114,0.020487558590386687,0.01894066177748832,0.030798686303530345,0.6652088465227255
TMFC,114,0.031396852528763966,0.025661369740164197,0.04728336853364344,0.6640147160078966
EDIV,114,0.02304586403199258,0.013320825693929783,0.034719490876109635,0.6637730983506548
XLF,114,0.028561595284525607,0.024322358299698643,0.04305242602307368,0.6634143049039373
SYFI,54,0.007424601183808179,0.007682238992941071,0.011203459924864077,0.6627060955812948
HYGV,114,0.00998962469579828,0.008609982648227432,0.015082770230512537,0.6623202862024118
SPHQ,114,0.02374551728778357,0.02077650331522507,0.03586199260773109,0.662136026503573
VOX,114,0.030322477304875365,0.02681537403436196,0.045882583286195065,0.660871187564512
FJUL,114,0.017688103576315308,0.013934786444014025,0.02676799948842856,0.6607928838298743
PMAR,114,0.012900350755282024,0.010235813434421481,0.0195465002158811,0.6599826369326605
FCOM,114,0.03030593592495869,0.026663802178289342,0.04592617182118712,0.6598837813644561
FAPR,114,0.015444106380109228,0.012323195683304644,0.023414406702236996,0.6595984504973047
PSEP,114,0.01394452192844501,0.010650737939465138,0.02115107921651679,0.6592818165777465
BSCR,114,0.005370354916209339,0.003651752143974951,0.00815168765407274,0.6588028325062488
IBTG,114,0.0037836860298306875,0.0028321941775727444,0.005744138290204371,0.6587038540285679
BUFC,79,0.008579550744968216,0.008371627964090855,0.0130600094225486,0.656932967456769
VFH,114,0.03066879626295377,0.02399884220583337,0.046729118907994395,0.6563101761738326
FNCL,114,0.030513561526312266,0.022788443665986202,0.046510852416609454,0.6560525112073756
USMV,114,0.01676577636882396,0.01456716355560872,0.025562365360867444,0.6558773467219946
CGUS,114,0.024228436598769287,0.020873884887949834,0.0369953248740863,0.6549053611836319
ACIO,114,0.018157093901370037,0.015340221264906195,0.027763985724417885,0.6539800906683664
DUSA,114,0.028748937341487677,0.020862394519972183,0.04396593388642183,0.6538912016688976
PIEQ,33,0.032735467393440666,0.029900312343298596,0.05008714652708269,0.653570220370614
FFEB,114,0.016844687191531024,0.014045629585234365,0.02583279985705825,0.6520658730272545
UGL,114,0.04672871763649255,0.027835486360095474,0.07170159134312651,0.6517110256712884
HYLS,114,0.009258328848519931,0.0062175607465907445,0.01421313932356672,0.6513922531645596
OEF,114,0.02682714459247955,0.021694615757211433,0.04127790564852256,0.6499153523172938
SUB,114,0.0033314834741415126,0.002364698970647172,0.005127098888111963,0.649779445812156
PYLD,105,0.009176792782031245,0.007228219857676077,0.014127717210547338,0.6495594897086503
FJUN,114,0.01756525597587852,0.01411947885167042,0.027058957033009572,0.649147561543131
JMOM,114,0.02849803454232403,0.021674390436765445,0.0439905820656944,0.6478212654646351
HACK,114,0.03385268033105992,0.01806847213631857,0.05229458560199957,0.6473457995958477
PJAN,114,0.013431573259471193,0.01073933703464991,0.020792867682078546,0.6459702175206895
CGGR,114,0.033692876188088375,0.029905869427973797,0.0522353012838504,0.6450211898845735
IWL,114,0.025640228387924895,0.019974512220727658,0.03976259522171419,0.6448328698103405
LRGF,114,0.026082783279460137,0.02235211626959721,0.04046882750899625,0.6445154180377951
TSPA,114,0.025531808939742134,0.02337005647148216,0.03963697548986023,0.6441411995795083
BUFF,114,0.013220198319017279,0.010709651176057378,0.02056502892203065,0.6428485157565185
TCHP,114,0.03368525826625857,0.02841250802403028,0.052435810640941646,0.6424094117076027
FDVV,114,0.021366057886326836,0.01883912898423379,0.033278600864255437,0.6420359429616564
FQAL,114,0.02295894191487737,0.018029817603753218,0.03578297381719585,0.6416163740936544
MAGS,114,0.043301289977567686,0.03026987516669566,0.06751071842470976,0.6413987436063023
NVDY,111,0.06331233854762788,0.03911192154623855,0.09877486842356731,0.6409761871423744
MGC,114,0.025672811439290167,0.02064163710407696,0.04007406081769219,0.6406341387782679
FFLC,114,0.026717217884043205,0.021566036756857088,0.04171025752908964,0.6405431053838504
IYG,114,0.03230344049981809,0.022632137104569572,0.05045051561598728,0.6402995114202845
JQUA,114,0.0231006872425167,0.02049822804286361,0.03611096667841399,0.6397138976710244
XLG,114,0.028196003928933205,0.023325132317383535,0.04410639051058986,0.6392725317698215
DLN,114,0.019837920691313498,0.01923438308821057,0.031042813550815444,0.6390503444167479
CIBR,114,0.0337711632859371,0.015628774718241978,0.052860164969349685,0.6388773721292563
ILOW,49,0.025700712697156014,0.015514416678927168,0.0402650290437466,0.6382886913910594
AMLP,114,0.02316101436468752,0.016489737022810202,0.03630030657028041,0.6380390843213919
EPS,114,0.023294029233097986,0.020689937559496108,0.036539646677446525,0.6375001225032597
RWL,114,0.02043958391496786,0.018118577371400435,0.032099907401542754,0.6367489992817086
ARKW,114,0.06767854142312374,0.045782829641599965,0.10645503151797027,0.635747699832292
GPIX,87,0.02294601605899353,0.01878940399738349,0.03609716327019743,0.6356736646377483
SIXH,114,0.012479989743951784,0.010835467338956017,0.019638236707072963,0.6354944148044084
VOTE,114,0.025251315974786442,0.02200957294320094,0.03974556590169478,0.6353241022468298
BUFD,114,0.012964549890435084,0.01049901572374523,0.02040967837667554,0.6352157859210144
STRV,114,0.02503758818457398,0.020420357599753136,0.03943685610571786,0.6348778948670769
PBUS,114,0.025090354180060497,0.020951746078036515,0.03955962043171014,0.6342415297783952
GBTC,114,0.10218167000905595,0.044254876538386556,0.16121636701171976,0.6338169746848827
BBUS,114,0.025016836104034674,0.021120826218479327,0.03948409915214977,0.6335926775898747
POCT,114,0.011626272823897485,0.008250066583350923,0.018355183620281816,0.6334054218368522
ILCB,114,0.025150677722219062,0.020852126857842213,0.03971164435548641,0.6333325685805892
VOO,114,0.024518122816512482,0.020994615780370762,0.0387141987945543,0.6333108673286376
IVV,114,0.02456048011253698,0.02101731519703076,0.03885054139585734,0.6321785805321075
GLTR,114,0.024800753670918628,0.01741180523588337,0.039279244154540996,0.6313958988961722
USPX,114,0.025120904916155772,0.020390275859584195,0.039795985185479624,0.6312421918711952
SCHG,114,0.032287867838164105,0.026415081884745506,0.05115675676086605,0.6311554891779948
SCHO,114,0.00322033135583962,0.0020774526736220267,0.005102592377936434,0.6311167181929532
SPYX,114,0.024945644415357918,0.021340886029607375,0.03955712558843871,0.630623283271339
TAFI,114,0.0037400689043081037,0.0026182690312295254,0.0059315626026776765,0.630536867742023
EQWL,114,0.022634893052810492,0.019170980727889253,0.03590368462190669,0.630433708717455
JGRO,114,0.03308541427682253,0.030003061852513002,0.05253359418463696,0.6297953679038032
GUSA,114,0.025111881843354892,0.020743919817610035,0.0398988497727645,0.6293886161223777
USXF,114,0.02971137440868217,0.025993477764376882,0.047231811828193845,0.6290543017226943
VONE,114,0.02499943623797963,0.02071689333807758,0.039749574204060056,0.6289233718490037
QVML,114,0.02394533042710296,0.02126367822869657,0.03809402869207406,0.6285848792906771
UCON,114,0.006490497539728921,0.004200109269201002,0.010328380212881207,0.6284138854255377
FLIN,114,0.021287804308503563,0.01958583815843784,0.033881995378840235,0.6282925214551586
QUAL,114,0.023750246206740447,0.02027909560704011,0.03781652070711174,0.6280389037025819
IWY,114,0.03199440197562551,0.024925769222899352,0.05097359370507435,0.627666202244644
VV,114,0.024825818795461703,0.020515064659135995,0.03957483869833472,0.627313202327881
FLQL,114,0.025418484899071996,0.021463319799229774,0.04055956834235142,0.6266951532748578
DUHP,114,0.023024672247848085,0.019939994817425477,0.036744050497968736,0.6266231385982044
JPEF,99,0.025245014832856513,0.02098218152185294,0.040311523210498836,0.6262481003516542
SPLG,114,0.02429477764782022,0.020945788513186958,0.03884298731755254,0.625461101876729
ARGT,114,0.04855509603375531,0.026795530776818843,0.07766152200695316,0.6252143246614211
IYY,114,0.02497792940380241,0.020219197970547054,0.03995116055325016,0.6252116098231938
PFEB,114,0.01285890450299633,0.009580913987044526,0.020579514354532615,0.6248400366242933
SPY,114,0.02421683756230595,0.020030239835486685,0.03879606074608505,0.6242086721330257
GSLC,114,0.024478498810678283,0.020393807386869023,0.039216864200558636,0.6241829710170859
SPTM,114,0.024320129867852074,0.020428967786385033,0.039000232178636594,0.6235893611211388
BLOK,114,0.07559921842876223,0.0490795488166752,0.12125429370055997,0.6234766301592263
WTV,114,0.026661304245834818,0.020477974075794436,0.04277857967097112,0.6232395851124239
PNQI,114,0.03590999855660561,0.026447851482083062,0.05764565669161653,0.6229436980605694
ILCG,114,0.03252707026271013,0.02699049043701285,0.05222863164378092,0.6227823559414133
DFUS,114,0.02509761773052851,0.019673289468388422,0.04030248844030338,0.6227312183887468
EWP,114,0.03158108517932935,0.015413329941806553,0.050716202296273535,0.6227020902479883
DTD,114,0.020009466228963678,0.017511313901061643,0.03213969580164953,0.6225779594322333
APUE,112,0.024671034491015924,0.019541408102254798,0.039628292184317605,0.6225611332496225
FTHI,114,0.017272788770777016,0.015008933464069285,0.027746378983736747,0.622524069930036
LGLV,114,0.017412071958412132,0.015234800296579531,0.02798154729432479,0.6222698042843272
FSEP,114,0.015831901607156248,0.01202449461293198,0.02544229392485069,0.6222670665592964
SUSL,114,0.025804831060326033,0.022043810516851003,0.04147093889295272,0.6222388918402598
SCHK,114,0.024964732598162714,0.020301777183458936,0.04012391113224314,0.6221909054648794
AGZ,114,0.004751511940749001,0.003300117848562767,0.007649415607018662,0.6211601231850037
DFAW,91,0.0237394418223202,0.019563310297277647,0.03822552727942914,0.6210363469621897
DIVO,114,0.016702711474048577,0.016210976828420764,0.026899330664555517,0.6209340924626524
VONG,114,0.031616556368375764,0.02607825233227079,0.05091822945295518,0.6209280390942739
PWB,114,0.033754981539104764,0.02653670453849355,0.05436293293384318,0.6209190659411772
IWB,114,0.02469512625281132,0.01981991725643062,0.03977301819383468,0.6209014898607663
FALN,114,0.010746839413283953,0.007696216034830727,0.017315131094879494,0.6206617411324166
IUS,114,0.01988431930206211,0.016942211943807184,0.03203827929144849,0.6206425482834697
VOOG,114,0.030536969588309364,0.024567405491064953,0.04920530365201375,0.6206032139191895
BUFR,114,0.015688110892671036,0.013203931624052645,0.025279459235162095,0.6205872818216731
VTI,114,0.024956160727434493,0.01919338604806131,0.04022020853981819,0.6204880987309596
PJUN,114,0.01274180572751807,0.0102732145630815,0.02053524992228852,0.6204845704696483
IWV,114,0.024829538764438972,0.019183017594476826,0.04001833351431666,0.6204540915117353
EFIV,114,0.02366900727796061,0.019474550413041136,0.03815981498644755,0.6202600113854497
QGRW,114,0.03507903554090434,0.03105777114866548,0.056580039084189175,0.6199895954244203
UYG,114,0.0537980221230146,0.04067784407217612,0.08679115519250946,0.619856044128995
FDLO,114,0.0165408587100062,0.015290181532396363,0.02670549119498563,0.6193804333811319
VUG,114,0.03224052102811314,0.027840126953229904,0.05205650275600627,0.6193370534172742
BUFQ,114,0.0185538949315099,0.014851151184636202,0.02996051892734432,0.6192781565801304
IWF,114,0.03154866795691111,0.02550261762247341,0.05097645194814569,0.6188870890622805
EIPI,59,0.019657913603812627,0.015183606746288492,0.03177243124002854,0.618709769337594
DIVB,114,0.02298474293643592,0.016864747221021048,0.0371545525102219,0.6186252123508256
FJAN,114,0.01566997335071981,0.011670693695168266,0.02533332489610568,0.6185517856413963
ESGU,114,0.02477990581574749,0.019721160899990764,0.04007603520513454,0.6183222888419034
SPIB,114,0.00685651830469601,0.004879250554365666,0.011090582384515525,0.6182288780676621
IAI,114,0.03711342094879937,0.020869332802660345,0.06008953479341925,0.6176353515864442
IGM,114,0.03897287604168388,0.028184264591016084,0.06314217932054937,0.6172241196147678
SNPE,114,0.023680166873825886,0.01964098349070864,0.038371612707871094,0.617127225120992
LCTU,114,0.024888652144438986,0.020630776727010636,0.04034597448271085,0.6168806792634127
SPYG,114,0.030321767166580443,0.024173619446992145,0.0491611933183451,0.6167825701510282
SCHX,114,0.024404407633232074,0.020499008958571374,0.039597464505516475,0.6163123810574337
COWG,114,0.033837029308302694,0.023691366313330797,0.05490643332482399,0.6162671158791967
MGV,114,0.019307350065043662,0.01777349193096045,0.03133935056323843,0.6160737130172538
SEIE,37,0.03183303905729666,0.024456527414577378,0.05167960603293658,0.6159690737001506
FBCG,114,0.037932633072055695,0.03170077397703175,0.061582487224883194,0.6159646156144295
FDN,114,0.03961055111258077,0.026743380548489015,0.06432311100080954,0.6158058976979869
TCAF,106,0.021197106010584988,0.017755721240205413,0.03444031484277427,0.6154736420777012
IVW,114,0.030268852687777608,0.02474693062191835,0.049197624497347124,0.6152502889526666
ACWV,114,0.014461534230863085,0.010381807580024383,0.02350687316536163,0.615204503343846
FDEC,114,0.016652651039839563,0.01150551105543085,0.027070131236790817,0.6151669858625239
DGRW,114,0.020204916924917334,0.018547471510112934,0.0328459547053823,0.61514171550649
MGK,114,0.03293458142715226,0.02731581723708576,0.05355521854659045,0.6149649337813974
QDPL,114,0.02245030310037888,0.017239437705932392,0.03651243674964202,0.6148672917755617
KOKU,114,0.023008917346848946,0.018488509627960226,0.037426751007288074,0.6147719673120555
FMAR,114,0.01491686862661994,0.012012925646464168,0.02427787978356107,0.6144222131258918
FELC,83,0.024736983692463257,0.02173131742178147,0.04027103335484799,0.6142624519836246
FMAY,114,0.015876493063051333,0.011726215600190715,0.02584997526571511,0.6141782690255942
IUSG,114,0.029814454065761095,0.023861653199001798,0.04857296145368465,0.6138076241077005
CRBN,114,0.022643398948110894,0.018635546884303356,0.0369009333252175,0.6136267272306839
DFAU,114,0.02446912693209606,0.01825277354040289,0.039888553940426924,0.6134373025565281
USCL,105,0.02488252567160239,0.021799824795501577,0.0405843190241527,0.6131068912797133
NULG,114,0.0318778616049227,0.023182600701229572,0.05200797210945758,0.6129418301069608
ITOT,114,0.02476363401442594,0.019003018481120737,0.04040816658117705,0.6128373571386271
CATH,114,0.02492553004323436,0.019960567490146186,0.04067608945214935,0.6127808837807853
FAUG,114,0.01547368323913373,0.01210653018110408,0.025292136323558437,0.6117981905988986
JPIB,114,0.006589345684495152,0.003386917012651147,0.010773852114272755,0.6116053584739537
URTH,114,0.022724353112778258,0.01901662477401067,0.03717265610516936,0.6113190579786988
SCHB,114,0.024603069092605522,0.01919985338938035,0.04026309338244809,0.6110575970630898
DFSU,114,0.025411648820688047,0.019675310418643788,0.041593577855367984,0.6109512605299587
EQTY,114,0.02289336497286195,0.017632211751109517,0.03747540674536455,0.6108903668055238
JEPQ,114,0.023231356755172156,0.02053966726153944,0.03803493791524316,0.61078992180665
ESGV,114,0.026209515731455493,0.0208948740466941,0.04292335703623148,0.6106119730880349
WINN,114,0.034091436648715466,0.025870917245995217,0.05588349911009443,0.6100447751411009
INDA,114,0.019943091334984526,0.015298846379733888,0.032694917013614766,0.6099752853533733
ILCV,114,0.019614641107285127,0.0156272019125836,0.03218754336190595,0.6093860872432754
QQQM,114,0.031564248135345176,0.021942858075984728,0.05181861725681639,0.6091294945002245
SCYB,102,0.008678604056605312,0.00550997921246732,0.01426298807171464,0.6084702597358342
AOM,114,0.011993083994493932,0.009593315153054838,0.019710448098653893,0.6084632847749915
VYMI,114,0.02131793951413446,0.018621738320993786,0.035036119604825514,0.6084560663275721
TIPX,114,0.005529141438459088,0.002848598948760217,0.009090557243725431,0.6082290986369909
DCOR,93,0.025028380132661825,0.019057116547687603,0.041169606667299054,0.6079334285343518
XNTK,114,0.04112787065207645,0.027359888695339007,0.06765471464655291,0.6079084194935994
ARKF,114,0.06438915950258381,0.04125474459883027,0.10596519772741107,0.6076444047999697
DSI,114,0.02566149206558051,0.021311478235413905,0.04223239096066752,0.6076258407789401
QLTY,84,0.022553546541967347,0.018178542549815657,0.037122474278184756,0.607544270162538
QQQ,114,0.031543195655805836,0.022149477152157204,0.051921833579889595,0.6075131304304163
PRF,114,0.02130807992604966,0.016044135556074646,0.03509066601614955,0.6072292818906082
FTCS,114,0.0160000672396566,0.014016908073061662,0.026382407677447758,0.6064672881745284
QGRO,114,0.0322172511986231,0.019653639878819074,0.05312353441692042,0.6064591061614597
ITA,114,0.029523919640758723,0.012612525764264082,0.048687578357707484,0.6063953196408041
FVAL,114,0.021777805127541947,0.016667944856416095,0.03592640584500779,0.6061782306166348
JHML,114,0.02308268935081789,0.017581808876483973,0.038094860547209244,0.6059266005768036
IOO,114,0.02393262472546346,0.021661362589729616,0.03951053297359212,0.6057277116828428
PFM,114,0.018864420889197372,0.01748887172240776,0.03116204574185725,0.605365291016772
MLPA,114,0.019984131024928638,0.013066057129313635,0.03301949278345194,0.6052222290629459
QTUM,114,0.04278803621594081,0.018243491917286137,0.07071401076252017,0.6050856931257436
FAS,114,0.07998532241900257,0.05991096386756434,0.13228884946520988,0.6046263365533131
AOA,114,0.018183327456482157,0.01447951710495099,0.030073872371861748,0.6046220862962485
XMMO,114,0.03477346455242233,0.01959472921133265,0.05753020562984666,0.6044383845272032
PWV,114,0.022794722325562927,0.015300847136747842,0.03771626350659245,0.6043738219608796
FTC,114,0.030394206122592308,0.02123187571718388,0.050307526046755834,0.6041681734526941
AOK,114,0.010488333734798143,0.010043384652305032,0.017367846480380027,0.6038937381584137
PFFA,114,0.019381089868468752,0.013251487519753358,0.03214478289209804,0.6029311174235086
MTUM,114,0.032687337288073305,0.022859051780375728,0.05424738948849064,0.6025605581446162
PAPR,114,0.01300619798262099,0.011229775501849115,0.021652428105418446,0.6006808067574756
FXO,114,0.03278593751260553,0.020020764575507277,0.0546468372083948,0.5999603854030363
ONEQ,114,0.03125622874751914,0.02547767095908271,0.05211621182483388,0.599740995231454
NVDL,114,0.16607115769250277,0.04995809824800934,0.2771665235285095,0.5991746606996735
OUSA,114,0.018103207252457454,0.015520828807441545,0.030234481404426448,0.598760303188368
FELV,83,0.020867206209997612,0.01930320212873271,0.03493208909987655,0.5973649657864681
AVDV,114,0.024276609441146336,0.016737206078606293,0.04067281824295053,0.5968755176033073
ACWI,114,0.02189861238454252,0.016468566520459582,0.03669009474057117,0.596853525164858
RODM,114,0.020870295825106414,0.011738638755180997,0.03498461177285806,0.596556450607753
VIG,114,0.018819842344450784,0.017127365952039897,0.031567484773895316,0.5961780762467913
AVUS,114,0.024154679628216855,0.018910263102732805,0.040610534717093964,0.5947885147655926
TILT,114,0.024474468924091608,0.016307956099287813,0.041157720895773124,0.5946507336028202
XLI,114,0.026706328277455935,0.014522576293036882,0.04491199411368209,0.5946368849678857
JCPI,114,0.006279856292029286,0.0037512127488822378,0.01056464413193387,0.5944219430020452
TGRT,106,0.030036251215161375,0.024853210998008857,0.050536478056788056,0.5943479318327152
TDVG,114,0.018651299132582125,0.01462130421170904,0.03145486128671187,0.5929544232471748
FTGS,114,0.02740649687403626,0.014679902605222117,0.04622228479629771,0.5929282162233454
SPGM,114,0.022000865277984817,0.0163803249537694,0.037117494079146426,0.5927357388694372
QAI,114,0.009375349307754927,0.007086569045186453,0.01582429543537995,0.5924655126694316
EFV,114,0.023284457276882435,0.012871386723117828,0.03931148298501955,0.5923067640504801
