Date,Open,High,Low,Close,Volume
9/30/2024 16:00:00,58.14,60.08,58,59.96,240182
10/1/2024 16:00:00,60.01,60.43,55.03,55.87,538639
10/2/2024 16:00:00,55.87,58.58,55.03,57.75,244357
10/3/2024 16:00:00,58.22,61.48,58.22,59.94,371159
10/4/2024 16:00:00,62.28,62.28,59.69,62.04,342837
10/7/2024 16:00:00,61.49,65.13,61.49,63.24,428823
10/8/2024 16:00:00,64.38,67.22,63.92,66.7,493953
10/9/2024 16:00:00,67.44,67.67,65.27,67.47,380838
10/10/2024 16:00:00,66.33,68.75,65.8,68.31,297224
10/11/2024 16:00:00,67.21,68.7,67,68.22,227621
10/14/2024 16:00:00,69.65,71.94,69.56,70.97,344540
10/15/2024 16:00:00,70.45,71.11,62.82,64.11,596772
10/16/2024 16:00:00,66.19,66.93,63.96,66.25,382382
10/17/2024 16:00:00,69.81,70.5,67.38,67.44,697484
10/18/2024 16:00:00,69.07,69.07,67.39,67.92,252386
10/21/2024 16:00:00,67.67,70.88,67.67,70.84,424729
10/22/2024 16:00:00,70.19,71.05,69.22,70.53,390384
10/23/2024 16:00:00,69.44,69.6,65.63,67.3,451152
10/24/2024 16:00:00,68.37,68.67,66.8,68.08,278863
10/25/2024 16:00:00,69.03,71.59,69,69.16,1193619
10/28/2024 16:00:00,70.08,70.08,68.5,68.65,276511
10/29/2024 16:00:00,68.59,71.66,67.74,70.91,343756
10/30/2024 16:00:00,68.5,69,66.54,68,380067
10/31/2024 16:00:00,66.46,66.46,61.34,61.91,673363
11/1/2024 16:00:00,63.22,65.22,62.97,63.8,410042
11/4/2024 16:00:00,64.54,66.28,63.5,63.88,339951
11/5/2024 16:00:00,64.55,66.88,64.55,66.83,269201
11/6/2024 16:00:00,70,72.31,68.86,71.86,495009
11/7/2024 16:00:00,73.12,74.94,73,74.93,591857
11/8/2024 16:00:00,74.34,75.35,72.67,73.81,596255
11/11/2024 16:00:00,73.86,73.9,69.55,70.94,870122
11/12/2024 16:00:00,71.53,72.8,69.9,71.69,750302
11/13/2024 16:00:00,71.55,71.82,69.06,69.48,737293
11/14/2024 16:00:00,70.5,71.05,68.68,69.37,743838
11/15/2024 16:00:00,67.19,67.34,63.46,64.61,1018532
11/18/2024 16:00:00,63.59,65.08,61.9,64.36,713756
11/19/2024 16:00:00,64.63,67.9,64.46,67.87,812520
11/20/2024 16:00:00,67.86,67.86,64.4,66.7,1038245
11/21/2024 16:00:00,69.15,71.28,63.49,67.84,1116044
11/22/2024 16:00:00,67.09,68.08,64.68,65.3,604640
11/25/2024 16:00:00,66,66,62.55,62.76,891198
11/26/2024 16:00:00,64.01,64.72,61.58,62.61,470764
11/27/2024 16:00:00,61.28,61.3,58.26,60.77,866248
11/29/2024 13:15:00,61.9,63.99,61.58,63,356825
12/2/2024 16:00:00,63.51,65.43,63.39,64.54,763677
12/3/2024 16:00:00,63.88,65.65,63.72,65.32,583682
12/4/2024 16:00:00,67.37,68.74,65.67,68.47,668519
12/5/2024 16:00:00,68.4,68.88,66.92,67.36,680080
12/6/2024 16:00:00,67.23,68.19,65.9,66.94,424259
12/9/2024 16:00:00,64.92,65.83,63.68,64.69,688547
12/10/2024 16:00:00,64.85,65.9,60.43,61.1,714617
12/11/2024 16:00:00,63.48,65.94,62,65.19,553019
12/12/2024 16:00:00,63.56,64.16,62.43,63.67,561221
12/13/2024 16:00:00,68,68.86,64.48,66.51,1210613
12/16/2024 16:00:00,67.17,68.77,65.43,68.28,857383
12/17/2024 16:00:00,65.41,66.59,63.57,65.81,965175
12/18/2024 16:00:00,67.92,69.3,61.31,61.94,1140911
12/19/2024 16:00:00,63.69,64.28,61.41,61.68,1028937
12/20/2024 16:00:00,61.22,66.06,60.5,64.52,1040518
12/23/2024 16:00:00,66.11,69.36,65.85,69.23,1140299
12/24/2024 13:00:00,70.15,71.24,69.4,70.63,570545
12/26/2024 16:00:00,69.98,71.68,69.17,70.94,582776
12/27/2024 16:00:00,69.89,69.94,66.48,68.74,796831
12/30/2024 16:00:00,66.13,69.65,65.35,67.43,898357
12/31/2024 16:00:00,67.85,67.9,64.82,65.14,759033
1/2/2025 16:00:00,66.76,68.74,65.46,67.56,707614
1/3/2025 16:00:00,68.79,72.23,68.75,71.9,1013112
1/6/2025 16:00:00,75,78.35,75,76.05,1158155
1/7/2025 16:00:00,78.99,79.1,69.31,69.67,1840256
1/8/2025 16:00:00,70.87,71.48,67.36,69.24,685583
1/10/2025 16:00:00,67.17,67.17,64.08,65.39,660452
1/13/2025 16:00:00,61.37,64.31,61.16,64.18,631180
1/14/2025 16:00:00,66.03,66.5,62.14,63.65,512959
1/15/2025 16:00:00,65.52,67.26,64.18,67.07,597866
1/16/2025 16:00:00,69.59,69.68,65.68,65.69,552342
1/17/2025 16:00:00,68.94,70.12,67.9,69.73,508794
1/21/2025 16:00:00,71.25,73.25,69.59,72.16,633710
1/22/2025 16:00:00,75.06,77.46,74.65,76.16,876039
1/23/2025 16:00:00,74.11,76.24,73.14,76.24,497124
1/24/2025 16:00:00,77.19,77.3,72.25,72.82,538786
1/27/2025 16:00:00,58.27,60.5,50.88,52.81,4284989
1/28/2025 16:00:00,54.76,57.77,50.9,57.5,1630944
1/29/2025 16:00:00,57,57.18,52.97,55.42,985519
1/30/2025 16:00:00,56.47,57.38,53.91,57.26,852615
1/31/2025 16:00:00,57.39,60.52,54.78,55.29,904055
2/3/2025 16:00:00,51.24,54.19,50.6,52.83,1126477
2/4/2025 16:00:00,52.82,55.68,52.8,54.55,484986
2/5/2025 16:00:00,56.59,58.86,55.5,58.74,711613
2/6/2025 16:00:00,59.76,60.51,58.45,60.48,590497
2/7/2025 16:00:00,61.12,61.63,58.62,59.77,650454
2/10/2025 16:00:00,60.44,63.87,60.44,63.08,657830
2/11/2025 16:00:00,61.92,63.61,61.54,62.68,322390
2/12/2025 16:00:00,60.26,62.18,59.85,61.93,441535
2/13/2025 16:00:00,62.05,64.89,61.98,64.41,551013
2/14/2025 16:00:00,64.89,66.21,64.32,66.02,690808
2/18/2025 16:00:00,67.45,68.9,65.97,66.9,572593
2/19/2025 16:00:00,66.98,68.33,65.49,67.46,360112
2/20/2025 16:00:00,68.06,68.39,65.73,67.86,344784
2/21/2025 16:00:00,67.81,68.5,62.65,62.81,584821
