,SPY,SP5Y.L,QQQ,TQQQ,QQQ5.L,IGM,XLKS.MI,FNGS,FNGU,MAGS,MAGX,MAG7.L,SMH,USD,SMH3.L,NVDA,NVD3.L,MSFT,MSF3.L
11,0.051514303001543534,0.1937449102548201,0.07060699866480624,0.18590282305196124,0.295173604062446,0.08566389639505631,0.08922164806706058,0.1099119344232327,0.31772090084743965,0.0905271719959384,0.16165161075420706,0.34052743961898496,0.10373651669418694,0.2847077950824081,0.2748876684786143,0.2854273309979075,0.9869226426736667,0.07281022498235311,0.18749673821416415
12,0.05616330196203784,0.21189930699939208,0.07624629675685239,0.2010097643288926,0.3198425987923412,0.09278017120002337,0.09625989899987406,0.11865632423718982,0.34414252242417004,0.09682737114407397,0.1664624125404084,0.2871713561126438,0.11223771035865109,0.3082052386257205,0.29778662201748496,0.31000405866871494,1.0784866212545252,0.07863284288671503,0.20409072365721886
13,0.061014391037784374,0.2295578734234106,0.08222893107185067,0.21633535633445872,0.3424629538827715,0.10037016611280593,0.10388180293469182,0.1276792801792728,0.36977724077740276,0.10426063099996463,0.17619014378862558,0.22682939866165422,0.12170359964097802,0.3342441949286577,0.3206517139935953,0.33697946914774807,1.1758666939130105,0.08466677009316959,0.22025701713245693
14,0.06596328218284081,0.24863864638719788,0.08857491829240202,0.2329249755673463,0.3680154834469931,0.10841103920969963,0.11209596558969831,0.13752370774125314,0.3991540412808867,0.1116877372125347,0.18971872490035438,0.1801108028190359,0.13218183408469125,0.3635831236050542,0.3469151775330922,0.3672920648096596,1.2971492603672958,0.09074954016914097,0.23797008139651973
15,0.07075337770595935,0.26629670348430595,0.09491451804333426,0.24914584363791653,0.3920573525686596,0.11643329530079408,0.12068153694040908,0.14764273195227307,0.42858969632973676,0.11956074282333155,0.19961215105467414,0.16382493754840954,0.14288986174144164,0.39348905554518365,0.37433079655824586,0.3982896102386994,1.4246961821579374,0.09716422978617471,0.25492468622083936
16,0.07523787669115627,0.2836828294687598,0.10100072946762315,0.2659202860747567,0.41965242225544036,0.12431012999495038,0.12898244086271532,0.1578892063435704,0.46153866367596647,0.12613173620655482,0.20138270554266066,0.13631751599895642,0.15361642107476287,0.4239854801047383,0.4068378370972403,0.42810957338483935,1.5518021397747634,0.10360666569930316,0.2736120691141279
17,0.07970477801104632,0.3005653478769934,0.10692183889577704,0.28197076996875414,0.4454670690970534,0.13204673592557487,0.13750023528911978,0.16791795933479098,0.4938754052961254,0.13353307313423,0.2048104581130861,0.1367636625649093,0.16443199430454553,0.4571825610947,0.44095243932911315,0.4603166322544307,1.703093649371176,0.10917161975069431,0.28782938359187626
18,0.0846871289897956,0.3216168063553942,0.11346121981112742,0.3007045669065746,0.4774799871908162,0.14072374265836615,0.14689269159767956,0.17863942194301555,0.5302501225641989,0.14183951402861594,0.2088607498690833,0.1524608246739649,0.17687812958428012,0.4945947239938988,0.48206967120746397,0.49444596608586405,1.8830568171740547,0.11515754031495483,0.30359004199448847
19,0.08991785230018293,0.3425339203267737,0.12036672898267275,0.31988360592567033,0.5079764290643188,0.14964722882281836,0.15677546757499133,0.1895561243053053,0.5665269320554853,0.15173841494542137,0.20850426812239622,0.17966198224659216,0.19024257102583697,0.5342749258384739,0.526027732964738,0.5314134122541456,2.0938108683604875,0.12180222641444356,0.3219099388553607
20,0.09528898232549114,0.363898620890187,0.1274578232495379,0.3393038364130866,0.5389927634345123,0.15872897411663234,0.1668318394720229,0.20054795932915345,0.6028352536002235,0.1625427238060008,0.2180334348881845,0.23877174733294898,0.20383197144644274,0.5749602111474699,0.5686956243283481,0.5697156238434947,2.3230085625941754,0.12861429009220626,0.33970444311857684
21,0.10068737966226543,0.3860033018235455,0.13432088159637784,0.3579573315346803,0.5676282970189005,0.167525262739449,0.1762248888446847,0.21130540542624643,0.6369278879179127,0.17360282292293772,0.24128851968549064,0.3403665042370975,0.21622888813209373,0.6121881786483369,0.6070279849784145,0.6033250725794996,2.5145553901088755,0.1350507465712024,0.35431802527758477
22,0.10573020328772446,0.4069144607231339,0.14063191197003508,0.3749101876537943,0.5933874539643851,0.1759436791589964,0.18546529446924628,0.22087917051416897,0.6655814609900412,0.18376157421538558,0.2640190769064532,0.44924756937408766,0.22873115722186033,0.6499564729860382,0.6475999977767505,0.6370787367446098,2.6914558456457147,0.14091651840212188,0.3664440531281669
23,0.11082214471002375,0.42760306673659704,0.1471572545130625,0.39248131697143995,0.6201809764069603,0.1846819395366692,0.19523371392861305,0.23028750845340917,0.6939559851315034,0.1939682847704462,0.2926839391657337,0.5479002197339085,0.24161006188997453,0.6895350500275444,0.6890581519493701,0.6735856808494082,2.902143898497176,0.14760810119207718,0.38299821605254175
24,0.11566020796504413,0.4451265309541761,0.15313458526423784,0.4069456944330934,0.6386161744946824,0.19286409862535112,0.20450897546003158,0.23920553751158777,0.7174451586128692,0.20521948885246144,0.3250105063886634,0.6426517520128292,0.253756162207081,0.7248290592276103,0.7220190993166736,0.7080532659319697,3.0663979609827425,0.15342890732530065,0.3933326225032485
25,0.12056565436976223,0.4638080741290796,0.15914527791703464,0.4226745185887633,0.6621175361294495,0.20116280378829943,0.2135382851996575,0.24792468796760553,0.7429233441927496,0.21622532157490992,0.34594769753576543,0.7296784269999932,0.26652488270637986,0.7631704837692814,0.7594480345384924,0.7431562683961451,3.2518099928267525,0.15937179516282748,0.40795913777983717
26,0.12512443298109863,0.4814227303629326,0.16466084042832807,0.4371189513494095,0.6832278300207979,0.20892463849256257,0.22155063367485825,0.25632706565507657,0.767546233418511,0.22639473133718782,0.3620144293917944,0.8020121565818901,0.27860636668355304,0.8010854711460523,0.796809220646307,0.7780473541702178,3.4358095821073267,0.16482916062162017,0.41867831652400805
27,0.1300714013474991,0.5022936434342175,0.17082647157060127,0.454512885425635,0.7120114254941534,0.21761394093101888,0.23049333392459012,0.2654785340201658,0.7960788110614178,0.23723497093699986,0.38838256328043097,0.9286045618033133,0.29174826970055706,0.8418928748272717,0.8391533774669719,0.8132193540855606,3.6379740600556136,0.17109256121347405,0.4324465026129094
28,0.13473904673121606,0.5195991534923475,0.1761732710212643,0.46695036295795844,0.7263228479494136,0.22540033977048418,0.23878604398340678,0.2735721545085153,0.8140884982189767,0.2490394465937177,0.4245141388127358,1.0406622712644005,0.3030911882667583,0.8748166595714086,0.8722885895086876,0.8430337653267318,3.7316344690037218,0.17658387986853163,0.44027419879554086
29,0.13925673579716544,0.5380577655315415,0.1816199121013005,0.4808783791528795,0.7462141863651083,0.233271377504741,0.24694606630543275,0.28244787511941416,0.8395088388030666,0.26136344138816864,0.4500924192073558,1.1220040456735174,0.31490244668185463,0.909803957106228,0.9089231426546979,0.8747542766811814,3.860406479610686,0.18218162128134743,0.44794866222618374
30,0.1434163376445964,0.5531277510113777,0.18651009163699064,0.4914974372953622,0.7567468439329395,0.2404894759595712,0.2547016383545877,0.29051902761995324,0.8576911891031623,0.2727507339904794,0.46675766053021867,1.232714252960569,0.32569129340887903,0.9417668406160783,0.9403520062033967,0.9050253575503279,3.9517386421315854,0.18801488120143797,0.4591012204644066
31,0.14803621488286398,0.5733214150500618,0.19213885475720005,0.5067971344232047,0.7803319590428944,0.2487360753751429,0.2634377935945437,0.29940274692131635,0.8824055700792793,0.2832459720752965,0.4740025457384579,1.1475269751357153,0.3381011836073266,0.9813404506756211,0.9820069615115974,0.9387817855878763,4.087565302337502,0.19481232067641163,0.47460966525168097
32,0.15241463310635203,0.59215696019247,0.19762052542868547,0.5222209370439465,0.8057189300214387,0.25715619172019916,0.27269340379864043,0.30834573154116124,0.9107472056233098,0.2921380619851427,0.4580973949952405,0.7971342397570869,0.3506751967929656,1.0234495985492296,1.0305580976380775,0.9753599626838114,4.323982691778587,0.2021264976987351,0.4955388451397991
33,0.15790372932738858,0.6197185766257761,0.20476188117042227,0.5445572567014627,0.8457533343383392,0.2673597258096168,0.2835948821154625,0.32016350620665757,0.9544319636195189,0.30335893173878703,0.4844399731205627,,0.3653799754216842,1.071064505613275,1.0836757634721752,1.014797668701959,4.566534743975461,0.21091962925821894,0.5228252806516993
34,0.16370672990962204,0.6491207242213044,0.2119034291018239,0.5667159196012741,0.8850639857279071,0.2775170817345335,0.29358479666896753,0.3316141618598959,0.9970178093597429,0.31518393634419223,0.5144118022089575,,0.3798138279021154,1.114988785597289,1.1300977220196409,1.052675625404158,4.751174507102218,0.21976507414684487,0.5499301373037555
35,0.16937261104778095,0.6769911119443308,0.21859303392710633,0.585745160648339,0.9151370311832385,0.287017918009571,0.30315027551397655,0.3423523156619294,1.0322591037256277,0.3271794329082867,0.5333964599972199,,0.3941323888829524,1.1591612239493694,1.175730937712199,1.090223002394719,4.874953987551512,0.22848115383035628,0.5762516137152313
36,0.1755118862243381,0.7102265289376204,0.2261063639932863,0.6098155231538973,0.9586623496106276,0.29769917920046984,0.3137284295918706,0.35412422970723767,1.075480791381493,0.34028029954433386,0.6035778760192182,,0.4105996978711749,1.2137989147137866,1.2335152796754902,1.134614639978822,5.090608284009494,0.23747030219003912,0.6025255666978188
37,0.18145654118766724,0.7423749488963812,0.23342541710571052,0.632977444936023,0.999198121297721,0.30866132369328314,0.32462770440944994,0.365773542622141,1.1180037306506,0.35213367622372677,0.5681519372456302,,0.4273677582694096,1.2716419267770738,1.2940354711296702,1.1828151638976945,5.365730946322987,0.2465694750766722,0.6301371753206969
38,0.18813255152341804,0.7768521101824273,0.2419579236349659,0.6606994464498352,1.0472681576052871,0.320936081366381,0.3367579047318015,0.3793641213042228,1.1706969063247359,0.3646142907961043,0.5632113885122703,,0.44581144200601275,1.3328547381127265,1.3544812236575468,1.235760059668872,5.687921339756443,0.25650427727153025,0.6617292186609819
39,0.19514118413119,0.8107839835706144,0.2508501903581328,0.6884724926131837,1.0934254090565383,0.33349302470557846,0.3489254821596212,0.3937724269972798,1.2254674014009928,0.3786054734819712,,,0.46353593605123566,1.3889597094916866,1.408627069492942,1.285871018038993,5.95239682401662,0.26719223564436373,0.6953067106001177
40,0.20214104835668384,0.8453207074970567,0.259381682209758,0.7155985780233142,1.1399062372798556,0.34537987708221396,0.36097022471692447,0.4078607008215399,1.2792612876970957,0.39188418880161724,,,0.48065286624357684,1.446376230531265,1.461972139803715,1.3357158125356359,6.25138127140992,0.2771556904044118,0.7278688948146189
41,0.20897754673168803,0.8791123521375355,0.2679551613784133,0.7433168482813644,1.1878425582576206,0.35754263588668045,0.3727474384930291,0.4222824156284215,1.3359533472342993,0.40453336021037134,,,0.49788592262876696,1.5075131234702845,1.5204315856216692,1.3874485937617012,6.573062755196601,0.28726535112420654,0.7601172165062557
42,0.21667211705126882,0.9211392897959121,0.2779916483409266,0.7780910583655156,1.2522556759638088,0.3714641979558598,0.3865979583633968,0.4385417841766693,1.4039953814850679,0.4182571371280549,,,0.517661280103524,1.5815190448771517,1.5949912363367613,1.4484322854063862,7.073055210224236,0.2985878798282087,0.7982309948977924
43,0.22486405344402507,0.9644589755508648,0.2886141476726059,0.8153408895963705,1.320430894914042,0.3859971402701214,0.4003131644745054,0.45565307634777635,1.4785574937020538,0.43000549975145286,,,0.5369888642251863,1.6536910729834993,1.6641608681937237,1.5106107253383125,7.608823495883425,0.3097137791124733,0.8341520260518249
44,0.2319825888932985,1.0039950126773407,0.2979972938865696,0.848339299962107,1.3819662505994488,0.39916936786464613,0.41337705497865174,0.4706735540186154,1.5450125927864864,0.4395942312151948,,,0.5548680355196816,1.7201611788194668,1.726710713582978,1.5668235220983384,8.077904539476217,0.31948354093965375,0.8682326095988188
45,0.23878335400622627,1.0390196886244505,0.30675821834619366,0.8776057720426896,1.4347894362492977,0.4112634366436115,0.42494619663383254,0.4842542934129153,1.6020757374291068,0.4500950730791652,,,0.57134693981896,1.7788850075279496,1.7779632579892108,1.6181557498684929,8.462190467319282,0.32795943894219626,0.8960470796188598
46,0.2452297780525783,1.0780125944562617,0.31504823486861494,0.907640538325665,1.49423092160302,0.4227521413734349,0.4360303206059785,0.4974961717530238,1.6628277896185135,0.45978449702722374,,,0.5866607159250558,1.8394255928869756,1.8365681301439822,1.6694001237109428,8.868003575462419,0.33648444824118495,0.9243309357435234
47,0.25125920908075894,1.1127172438084365,0.32264457749514563,0.9347476529193354,1.5463810790733084,0.4332245948625077,0.44641288695218234,0.5099699882438148,1.7192292793197694,0.467574579833755,,,0.6017878865327408,1.9017380404651336,1.8959319171122264,1.7215257578632053,9.331603996352241,0.3434026876721357,0.9459245742276992
48,0.25771239263428614,1.1501981921241764,0.3312341250013742,0.9652260394966689,1.6047670003572254,0.4450132786220004,0.45743015010240284,0.5240613488008394,1.7840038929011202,0.4771049188213836,,,0.6188230851578994,1.9690694739509909,1.9610693285041432,1.776445664037081,9.818683052391453,0.35123986120823647,0.9713208883880504
49,0.2642474860770663,1.1859871730149674,0.3397789754294247,0.9943912276674962,1.6572912113032,0.45673636338846746,0.46841519645128243,0.538259117219413,1.8469177700860056,0.4874178157469957,,,0.6352990831438485,2.0342297492421766,2.015900547040355,1.8322149489884345,10.31537881655634,0.3589524233991168,0.9929953203441352
50,0.27028581488118664,1.2209824708913184,0.34764274211257556,1.020712517357781,1.7047202279602716,0.46777984453851545,0.4795913563178504,0.5516491310061944,1.9054533480830498,0.4958040205525547,,,0.6509545666926618,2.097811551593769,2.072465255164194,1.8914767983174687,10.86846807275697,0.36738071066150507,1.0198781010114404
51,0.27578905920168956,1.2538477937101244,0.354954939831891,1.0461720437691928,1.7520567635143276,0.47816860410439316,0.49116250239088216,0.5642501815052504,1.959933998222688,0.5055535788578318,,,0.6658999490756763,2.1606940774947234,2.1306919108161586,1.9543424621076282,11.525306921857291,0.37623436471143235,1.049087905332436
52,0.28137690043291835,1.2867515513362953,0.36233934189348244,1.072036101268294,1.8002343945896875,0.48884372754598565,0.5031942251362757,0.5771207149812874,2.015364714136996,0.5151773056580431,,,0.6811926237507394,2.2286404017408183,2.1972585140939045,2.021559689170357,12.314104908712519,0.3852977665403442,1.0796479190319581
53,0.2874179882195623,1.3221032833886732,0.37116890234934535,1.1065348977995355,1.8718225375391757,0.5014697942895481,0.5164979438362853,0.5927788568803509,2.0967872726411194,0.5257671512834087,,,0.6997507416861362,2.31381067672223,2.2869486854919727,2.0999786829037945,13.346935422394312,0.3960624006739718,1.1189331939418816
54,0.2929686863710402,1.3548253625758664,0.3791396192090769,1.137445423073875,1.9370417410672263,0.5127760238439378,0.5289484327612237,0.6076637295793524,2.176499451704184,0.5406549320922615,,,0.7175733223104426,2.396652608442698,2.371372518000393,2.1780506031023497,14.40192775098565,0.40491366359268255,1.151011333876092
55,0.29762101394295476,1.3748891734657387,0.38576843975803476,1.159978078197394,1.979394215134124,0.5221773018746242,0.5404639404965317,0.6213244773006162,2.2484974115576004,0.5525544668371914,,,0.7318984455879072,2.4660850122425098,2.4340872380828706,2.253083458695417,15.544374302472153,0.4130206019910263,1.179060472253299
56,0.3017549654419835,1.3873154073183815,0.39169024617792636,1.1798850762484059,2.016645384762921,0.5301938749223595,0.5499207406290135,0.6334175837420026,2.3142165123155825,0.5619195337101688,,,0.7449339516852573,2.5345741011006164,2.494691842785912,2.328075497768369,16.736896131849804,0.4200312882556697,1.200750130609537
57,0.303812382822143,1.3783865437698133,0.3954559503287642,1.190346329363963,2.0341466635421472,0.5354807410845743,0.5583002347698018,0.6416578735887315,2.3565796723745542,0.5678681935048039,,,0.7559107214130838,2.597135661595167,2.557946505714595,2.394829897587875,17.994091136123696,0.42454351877170426,1.2183391765169145
58,0.30648891768104225,1.3790699441585845,0.3995820860229929,1.2011750655046745,2.04656588613935,0.5409656457009322,0.5659029790789724,0.6495749424319981,2.3867716142813427,0.5745486598981598,,,0.7652702372322574,2.6504947758386987,2.6040470249704177,2.4557011936143933,19.054453403757254,0.42750854657910087,1.2165135960944253
59,0.31029735542397274,1.394545448944183,0.40566391494323656,1.2232741442280566,2.0913090911372274,0.548842179657778,0.5762502796606062,0.660230415815162,2.442276652956727,0.5835679357708684,,,0.777727754928436,2.7214835577172387,2.6697605538415754,2.5314497735663943,20.362882748386234,0.43288140546244325,1.232015617846544
60,0.31357107040247023,1.4032145559262597,0.4114036238808656,1.242928713540111,2.129330712562027,0.5565938030117241,0.5857648075288052,0.6704682024625929,2.4912823370494204,0.5945216326401216,,,0.7891539077371019,2.7861671553714,2.7295215274669276,2.602161202563961,21.60305278091721,0.4378417425978603,1.243899964520094
