,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,BKNG270115P02080000,2025-10-29 17:55:13+00:00,2080.0,11.25,10.0,20.5,0.0,0.0,2.0,7,0.4369257968139648,False,REGULAR,USD
1,BKNG270115P02100000,2025-10-03 18:45:52+00:00,2100.0,8.4,10.5,31.5,0.0,0.0,1.0,104,0.4693198820495606,False,REGULAR,USD
2,BKNG270115P02120000,2025-04-04 15:09:24+00:00,2120.0,75.3,24.0,56.0,0.0,0.0,1.0,1,0.5262574840545654,False,REGULAR,USD
3,BKNG270115P02200000,2024-10-17 14:16:32+00:00,2200.0,70.0,27.0,47.0,0.0,0.0,1.0,0,0.4860967528533936,False,REGULAR,USD
4,BKNG270115P02300000,2024-11-25 15:27:57+00:00,2300.0,24.0,34.7,54.7,0.0,0.0,7.0,1,0.47910448268890377,False,REGULAR,USD
5,BKNG270115P02380000,2025-03-07 14:30:04+00:00,2380.0,58.0,0.0,0.0,0.0,0.0,1.0,2,0.12500875,False,REGULAR,USD
6,BKNG270115P02400000,2025-04-09 14:34:09+00:00,2400.0,130.0,48.0,88.0,0.0,0.0,1.0,5,0.5145045193099975,False,REGULAR,USD
7,BKNG270115P02460000,2025-07-01 16:57:15+00:00,2460.0,33.0,0.0,0.0,0.0,0.0,1.0,1,0.12500875,False,REGULAR,USD
8,BKNG270115P02500000,2025-04-09 14:29:05+00:00,2500.0,165.0,56.0,96.0,0.0,0.0,1.0,3,0.5020477499580385,False,REGULAR,USD
9,BKNG270115P02600000,2025-10-16 19:50:49+00:00,2600.0,43.25,22.8,55.9,0.0,0.0,1.0,4,0.4147511833572388,False,REGULAR,USD
10,BKNG270115P02700000,2024-12-06 16:46:45+00:00,2700.0,55.2,78.3,98.3,0.0,0.0,1.0,2,0.4581639114570619,False,REGULAR,USD
11,BKNG270115P02800000,2025-07-08 14:04:54+00:00,2800.0,48.95,16.0,44.7,0.0,0.0,1.0,9,0.3546970048522949,False,REGULAR,USD
12,BKNG270115P02900000,2025-07-09 19:13:38+00:00,2900.0,63.0,20.0,56.0,0.0,0.0,1.0,3,0.3552444084358215,False,REGULAR,USD
13,BKNG270115P03000000,2025-10-16 19:50:49+00:00,3000.0,82.0,53.0,88.0,0.0,0.0,4.0,14,0.38064050151824946,False,REGULAR,USD
14,BKNG270115P03100000,2025-08-27 19:42:19+00:00,3100.0,56.0,32.0,68.0,0.0,0.0,1.0,52,0.3353986443710327,False,REGULAR,USD
15,BKNG270115P03200000,2025-07-16 14:58:07+00:00,3200.0,75.6,40.0,76.0,0.0,0.0,1.0,3,0.3272390885162354,False,REGULAR,USD
16,BKNG270115P03300000,2025-09-09 15:36:02+00:00,3300.0,66.65,0.0,0.0,0.0,0.0,1.0,3,0.062509375,False,REGULAR,USD
17,BKNG270115P03400000,2025-11-06 20:28:05+00:00,3400.0,129.98,110.4,133.6,0.0,0.0,2.0,64,0.3496235082244873,False,REGULAR,USD
18,BKNG270115P03500000,2025-10-07 13:56:25+00:00,3500.0,109.35,119.5,152.0,0.0,0.0,1.0,15,0.34603200666427614,False,REGULAR,USD
19,BKNG270115P03600000,2025-10-28 14:32:42+00:00,3600.0,127.78,135.6,168.0,0.0,0.0,1.0,6,0.3392056741714477,False,REGULAR,USD
