,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,FNGS250919P00042000,2025-04-11 13:52:02+00:00,42.0,2.86,0.4,0.55,0.0,0.0,,5,1.2656286718749998,False,REGULAR,USD
1,FNGS250919P00043000,2025-05-06 13:48:44+00:00,43.0,1.05,0.0,0.6,0.0,0.0,,1,1.0957076464843751,False,REGULAR,USD
2,FNGS250919P00044000,2025-04-21 16:46:50+00:00,44.0,3.55,0.4,0.9,0.0,0.0,1.0,1,1.2500037499999999,False,REGULAR,USD
3,FNGS250919P00045000,2025-07-22 14:39:15+00:00,45.0,0.05,0.0,0.0,0.0,0.0,1.0,7,0.2500075,False,REGULAR,USD
4,FNGS250919P00046000,2025-05-28 13:54:48+00:00,46.0,0.65,0.15,0.35,0.0,0.0,4.0,12,0.914063359375,False,REGULAR,USD
5,FNGS250919P00047000,2025-08-20 15:41:32+00:00,47.0,0.02,0.0,0.1,0.0,0.0,1.0,11,0.6601596484375001,False,REGULAR,USD
6,FNGS250919P00048000,2025-04-11 13:52:02+00:00,48.0,4.81,0.8,1.15,0.0,0.0,1.0,2,1.16016044921875,False,REGULAR,USD
7,FNGS250919P00049000,2025-03-12 13:35:52+00:00,49.0,2.95,4.4,5.0,0.0,0.0,1.0,1,2.0747118444824215,False,REGULAR,USD
8,FNGS250919P00050000,2025-07-14 14:22:55+00:00,50.0,0.21,0.0,0.0,0.0,0.0,2.0,2,0.2500075,False,REGULAR,USD
9,FNGS250919P00051000,2025-07-17 18:17:15+00:00,51.0,0.2,0.0,0.15,0.0,0.0,1.0,1,0.55273884765625,False,REGULAR,USD
10,FNGS250919P00052000,2025-06-04 13:48:44+00:00,52.0,1.25,0.3,0.6,0.0,0.0,1.0,0,0.7500025,False,REGULAR,USD
11,FNGS250919P00053000,2025-08-20 13:53:42+00:00,53.0,0.11,0.0,0.15,0.0,0.0,1.0,22,0.5468795312500001,False,REGULAR,USD
12,FNGS250919P00054000,2025-03-11 14:43:04+00:00,54.0,6.4,6.6,7.6,0.0,0.0,,2,2.1518600891113278,False,REGULAR,USD
13,FNGS250919P00055000,2025-08-14 19:11:27+00:00,55.0,0.13,0.0,0.35,0.0,0.0,1.0,4,0.5712933496093751,False,REGULAR,USD
14,FNGS250919P00056000,2025-08-20 17:31:28+00:00,56.0,0.23,0.0,0.2,0.0,0.0,150.0,52,0.459966337890625,False,REGULAR,USD
15,FNGS250919P00057000,2025-08-04 13:30:10+00:00,57.0,0.52,0.05,0.2,0.0,0.0,5.0,16,0.42090422851562503,False,REGULAR,USD
16,FNGS250919P00058000,2025-08-20 14:05:10+00:00,58.0,0.35,0.1,0.25,0.0,0.0,10.0,15,0.40332627929687503,False,REGULAR,USD
17,FNGS250919P00059000,2025-08-28 17:10:15+00:00,59.0,0.1,0.0,0.3,0.0,0.0,1.0,10,0.38086556640624997,False,REGULAR,USD
18,FNGS250919P00060000,2025-08-22 16:56:03+00:00,60.0,0.35,0.2,0.35,0.0,0.0,2.0,10,0.3549869189453124,False,REGULAR,USD
19,FNGS250919P00061000,2025-08-29 19:43:36+00:00,61.0,0.35,0.25,0.45,-0.099999994,-22.222221,10.0,143,0.33887379882812496,False,REGULAR,USD
20,FNGS250919P00062000,2025-08-29 13:36:01+00:00,62.0,0.3,0.35,0.55,-0.68,-69.38775,1.0,22,0.3154365332031249,False,REGULAR,USD
21,FNGS250919P00063000,2025-08-22 15:35:42+00:00,63.0,0.7,0.5,0.7,0.0,0.0,2.0,23,0.2963937548828125,False,REGULAR,USD
22,FNGS250919P00064000,2025-08-28 16:08:30+00:00,64.0,0.58,0.7,0.9,0.0,0.0,13.0,21,0.2778392529296875,False,REGULAR,USD
23,FNGS250919P00065000,2025-08-28 14:18:45+00:00,65.0,0.9,0.95,1.2,0.0,0.0,10.0,39,0.26563234375,False,REGULAR,USD
24,FNGS250919P00066000,2025-08-20 17:28:37+00:00,66.0,2.25,1.3,1.55,0.0,0.0,72.0,64,0.24781025634765624,False,REGULAR,USD
25,FNGS250919P00067000,2025-08-29 16:49:06+00:00,67.0,1.85,1.75,2.05,0.5500001,42.307697,10.0,23,0.23828886718749998,True,REGULAR,USD
