Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-31 00:00:00-04:00,35.66716767928336,36.179683569548864,34.43314570383215,35.13972473144531,10219700,0.0,0.0
2020-09-07 00:00:00-04:00,34.900876612298674,35.93088523170591,33.88579504883485,35.806488037109375,9489000,0.0,0.0
2020-09-14 00:00:00-04:00,35.83634547237673,37.44853599719542,35.64726308572333,35.72687911987305,18482500,0.0,0.0
2020-09-21 00:00:00-04:00,34.97054196939234,35.79654124007306,33.8559440657655,35.199432373046875,11202600,0.0,0.0
2020-09-28 00:00:00-04:00,35.85624394755998,36.59267696459233,34.69188810006527,35.906005859375,9287000,0.0,0.0
2020-10-05 00:00:00-04:00,36.413542453124336,37.59780223263031,36.20455610314692,36.9509391784668,12824000,0.0,0.0
2020-10-12 00:00:00-04:00,37.120124320169886,37.91626565376603,36.13490060618882,37.04051208496094,11512500,0.0,0.0
2020-10-19 00:00:00-04:00,36.98080141700821,38.194919367939036,36.34388832678268,38.08544921875,8885700,0.0,0.0
2020-10-26 00:00:00-04:00,37.567945585645035,37.567945585645035,34.20424502388675,34.7714958190918,10424900,0.0,0.0
2020-11-02 00:00:00-05:00,35.38851537290991,40.269860086119834,35.189479101803556,40.0558967590332,13910000,0.0,0.0
2020-11-09 00:00:00-05:00,41.80740787174159,45.31043335915304,41.80740787174159,42.55379104614258,14126500,0.0,0.0
2020-11-16 00:00:00-05:00,43.39969898430018,44.782995344190255,43.021530405095916,44.04656219482422,9400600,0.0,0.0
2020-11-23 00:00:00-05:00,44.574007566056196,45.360198815579025,44.24559712145751,44.58395767211914,5451400,0.0,0.0
2020-11-30 00:00:00-05:00,44.365013714980314,45.41989941020921,43.797759060901505,44.972068786621094,10486500,0.0,0.0
2020-12-07 00:00:00-05:00,44.88251489405943,45.031793074706265,43.79777099742438,44.10627746582031,11143200,0.0,0.0
2020-12-14 00:00:00-05:00,45.03178434864004,45.66869737621815,43.53901801664092,45.001930236816406,13064000,0.0,0.0
